k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi21,Phi22,Phi23,Phi24,Phi31,Phi32,Phi33,Phi34,Phi41,Phi42,Phi43,Phi44,Phi51,Phi52,Phi53,Phi54,Phi61,Phi62,Phi63,Phi64,Phi71,Phi72,Phi73,Phi74,Phi81,Phi82,Phi83,Phi84,Phi91,Phi92,Phi93,Phi94
1,1,1,1,1,1,1,1,0.46591,1,51.395,259.01,426.78,570.38,649.87,849.49,922.62,1161,1231.8,0.54336,-0.29009,-0.29895,0.56067,-0.32531,0.098966,-0.088067,-0.32333,0.23232,0.37241,-0.4859,-0.17261,0.00064292,0.0043009,0.0026551,-0.00060255,0.13007,0.47988,0.32347,0.065654,-0.002435,-0.010585,-0.0017787,0.0024346,0.019952,0.025982,0.17647,0.014635,0.00012129,0.0010765,0.00058271,-0.00093588,0.062196,0.41006,0.50457,0.095874
1,1,1,1,1,1,1,1,0.82511,1,51.775,275.35,453.06,605.81,677.9,905.48,950.77,1209,1270.8,-0.5472,0.29451,0.29629,-0.5504,-0.32322,0.046224,0.0054845,-0.32607,-0.21856,-0.41748,0.4497,0.2081,-0.00036196,-0.00055569,0.0018633,0.00057752,0.11599,0.44633,0.4043,0.099246,-0.0035431,-0.011226,-0.0021364,0.0022803,0.010962,-0.029656,0.077877,-0.0025129,-0.0013902,-0.0064806,-0.0030305,0.00038002,0.069999,0.43181,0.49823,0.095194
1,1,1,1,1,1,1,1,0.49927,1,51.452,261.2,429.82,575.56,652.85,856.19,925.86,1166.1,1236.8,-0.54394,0.29075,0.29856,-0.55916,-0.32474,0.091947,-0.075779,-0.32484,0.23045,0.37768,-0.4829,-0.17782,0.00045902,0.0035607,0.0027013,-0.00038861,0.12853,0.4766,0.33311,0.069538,-0.0025673,-0.010824,-0.002083,0.0023807,0.018929,0.019488,0.16553,0.012751,-0.00015186,-0.0012771,-0.00055677,0.00095111,-0.063252,-0.41334,-0.50521,-0.095825
1,1,1,1,1,1,1,1,0.70565,1,51.689,271.33,445.74,597.76,669.47,890.49,942.64,1194.5,1260.6,-0.54634,0.29351,0.29691,-0.55275,0.32333,-0.059356,0.018001,0.3272,-0.22187,-0.40497,0.46206,0.20035,-0.00019479,0.00046281,0.0022446,0.00036252,-0.12009,-0.4569,-0.38224,-0.089931,-0.0032615,-0.011414,-0.0026549,0.0022343,-0.013564,0.013861,-0.10691,-0.0025276,-0.00081632,-0.0041606,-0.0017444,0.00070489,0.068073,0.42706,0.50252,0.095365
1,1,1,1,1,1,1,1,0.6852,1,51.671,270.53,444.36,596.11,667.94,887.6,941.16,1191.9,1258.6,0.54616,-0.29331,-0.29703,0.55323,0.32338,-0.061943,0.022619,0.32729,0.22253,0.40262,-0.4642,-0.19871,0.00015523,-0.00068162,-0.0023111,-0.00031542,0.12085,0.45877,0.37805,0.088167,0.0032042,0.011414,0.0026882,-0.0022349,-0.01404,0.010949,-0.11218,-0.0034476,-0.00072709,-0.0037951,-0.0015569,0.00074942,0.067694,0.42607,0.50311,0.095406
1,1,1,1,1,1,1,1,0.93546,1,51.837,278.31,458.86,611.46,685.04,916.85,957.61,1221.2,1278.8,-0.54781,0.29523,0.29584,-0.54873,-0.32326,0.036467,0.022957,-0.3245,-0.2162,-0.4274,0.43869,0.21309,-0.0004506,-0.001206,0.0015547,0.0007179,-0.11264,-0.43724,-0.42152,-0.10651,0.003728,0.010851,0.001258,-0.0023791,0.0087807,-0.042745,0.053291,-0.0067203,-0.0019671,-0.0087976,-0.0044268,9.2581e-07,0.071434,0.43496,0.49344,0.095141
1,1,1,1,1,1,1,1,0.73595,1,51.713,272.44,447.71,600.04,671.68,894.59,944.79,1198.3,1263.3,-0.54658,0.29379,0.29673,-0.55209,-0.32328,0.055721,-0.011508,-0.32701,0.22094,0.40834,-0.4589,-0.2026,-0.00024667,0.00016515,0.0021455,0.00042581,-0.119,-0.45415,-0.38821,-0.092449,-0.0033415,-0.011395,-0.0025739,0.0022383,-0.012877,0.018054,-0.099275,-0.0011967,-0.00095424,-0.0047219,-0.0020419,0.00063249,0.068606,0.42843,0.50155,0.095311
1,1,1,1,1,1,1,1,1.1977,1,51.941,283.45,469.8,620.68,699.82,936.93,972.09,1245.8,1294.5,0.54884,-0.29643,-0.29508,0.54589,-0.32353,0.019307,0.053661,-0.32028,0.2123,0.44611,-0.41496,-0.21982,0.00054163,0.0021323,-0.0010195,-0.00094652,0.10605,0.41815,0.45313,0.11967,-0.0039527,-0.0097618,0.0016087,0.0026784,0.0042509,-0.069652,0.0014712,-0.015301,0.0033585,0.014421,0.0080639,0.0010813,-0.07398,-0.43947,-0.48053,-0.095379
1,1,1,1,1,1,1,1,1.0797,1,51.9,281.4,465.31,617.09,693.52,928.91,965.84,1235.5,1287.9,-0.54843,0.29596,0.29538,-0.54701,-0.3234,0.026183,0.041369,-0.32218,0.21382,0.43843,-0.42518,-0.21748,-0.00051402,-0.0017925,0.0012292,0.00085614,0.1088,0.42632,0.44032,0.11438,-0.0038811,-0.010243,0.00025158,0.002545,0.0061889,-0.058174,0.023768,-0.011665,0.0027392,0.01191,0.0064114,0.00057297,0.072955,0.43785,0.48652,0.095214
1,1,1,1,1,1,1,1,1.3615,1,51.988,285.78,475.12,624.62,707.72,945.99,980.15,1258.3,1302.6,0.54929,-0.29697,-0.29473,0.54463,-0.3237,0.011448,0.067683,-0.31776,0.21063,0.45519,-0.40202,-0.22185,-0.00056181,-0.002477,0.00079199,0.0010506,0.10271,0.40787,0.46784,0.12565,0.0040054,0.0092432,-0.0034198,-0.0028223,0.0017898,-0.084183,-0.027098,-0.019818,-0.0041655,-0.017699,-0.010234,-0.0018014,-0.075161,-0.44089,-0.47198,-0.095735
1,1,1,1,1,1,1,1,1.3118,1,51.975,285.13,473.6,623.53,705.42,943.46,977.77,1254.7,1300.3,0.54917,-0.29682,-0.29483,0.54498,0.32365,-0.013658,-0.063744,0.3185,0.21109,0.45261,-0.4058,-0.22135,0.00055716,0.0023842,-0.0008545,-0.0010211,-0.10367,-0.41087,-0.46371,-0.12398,0.0039932,0.0093779,-0.0028918,-0.0027852,-0.0025111,0.079928,0.018697,0.018508,-0.0039289,-0.016739,-0.0096008,-0.0015837,-0.074828,-0.44054,-0.47459,-0.095613
1,1,1,1,1,1,1,1,1.1588,1,51.929,282.82,468.39,619.58,697.8,934.44,970.07,1242.5,1292.4,-0.54871,0.29629,0.29517,-0.54623,0.32348,-0.021447,-0.049837,0.3209,0.21276,0.4437,-0.41825,-0.21915,-0.00053416,-0.0020307,0.0010838,0.00091841,-0.10692,-0.42077,-0.44913,-0.11803,-0.0039332,-0.0099134,0.0011588,0.0026363,-0.0048738,0.065967,-0.008658,0.014139,-0.0031568,-0.013602,-0.0075219,-0.00091128,0.073661,0.439,0.48253,0.095315
1,1,1,1,1,1,1,1,1.4283,1,52.004,286.59,477.02,625.96,710.69,949.13,983.26,1262.9,1305.7,-0.54945,0.29715,0.29461,-0.54419,0.32377,-0.0086861,-0.072602,0.31679,-0.21006,-0.45844,0.39713,0.22238,0.00056668,0.0025889,-0.00071553,-0.0010878,0.1015,0.40399,0.47297,0.1277,0.0040184,0.0090954,-0.0040879,-0.0028624,0.00085323,-0.089705,-0.038036,-0.0215,0.0044699,0.01893,0.011037,0.0020891,-0.075579,-0.44126,-0.46845,-0.095916
1,1,1,1,1,1,1,1,0.70934,1,51.692,271.47,445.98,598.05,669.74,891,942.91,1195,1260.9,-0.54637,0.29355,0.29689,-0.55267,0.32332,-0.058901,0.017189,0.32718,0.22175,0.40539,-0.46168,-0.20064,0.00020152,-0.00042493,-0.0022325,-0.00037062,0.11996,0.45656,0.38298,0.090243,-0.0032716,-0.011413,-0.002647,0.0022345,-0.01348,0.014379,-0.10597,-0.0023635,-0.00083276,-0.0042277,-0.0017794,0.00069647,-0.06814,-0.42723,-0.5024,-0.095358
1,1,1,1,1,1,1,1,1.2836,1,51.967,284.74,472.71,622.88,704.08,941.94,976.4,1252.6,1298.9,-0.54909,0.29673,0.29489,-0.54519,0.32362,-0.014976,-0.061393,0.31893,0.21137,0.45108,-0.408,-0.22103,0.00055404,0.0023274,-0.00089232,-0.0010036,-0.10424,-0.41261,-0.46124,-0.12298,0.0039851,0.0094635,-0.0025824,-0.0027614,0.00293,-0.077456,-0.013829,-0.017741,-0.0037912,-0.016179,-0.0092303,-0.0014595,0.07463,0.44031,0.47607,0.095549
1,1,1,1,1,1,1,1,1.1142,1,51.913,282.04,466.69,618.22,695.42,931.41,967.71,1238.6,1289.9,-0.54856,0.29611,0.29529,-0.54666,0.32343,-0.024049,-0.045185,0.32162,-0.21334,-0.44079,0.42211,0.21826,0.00052373,0.0019022,-0.0011632,-0.00088423,0.10796,0.42386,0.44428,0.11602,0.0039061,0.010096,-0.00064445,-0.0025855,-0.0056069,0.061625,-0.017091,0.012763,0.0029224,0.012652,0.0068962,0.00071908,-0.073273,-0.43839,-0.48479,-0.095253
1,1,1,1,1,1,1,1,1.0349,1,51.882,280.52,463.43,615.51,690.98,925.46,963.37,1231.2,1285.2,-0.54826,0.29575,0.29551,-0.54749,-0.32335,0.029124,0.036106,-0.32291,-0.21449,-0.43521,0.42925,0.21632,0.00049878,0.0016348,-0.0013213,-0.0008172,0.10993,0.42959,0.43488,0.11211,0.0038426,0.010435,0.00024544,-0.002492,-0.006965,0.053565,-0.032643,0.010192,0.0024999,0.010943,0.005785,0.00038765,0.072519,0.43708,0.48873,0.095175
1,1,1,1,1,1,1,1,0.97174,1,51.855,279.16,460.6,613.03,687.26,920.16,959.75,1225,1281.2,-0.54798,0.29543,0.29571,-0.54825,-0.32329,0.033649,0.028004,-0.32393,0.21553,0.43036,-0.43519,-0.21439,0.00047088,0.0013766,-0.0014648,-0.00075646,-0.11162,-0.43439,-0.42661,-0.10865,0.0037749,0.010704,0.00090748,-0.0024187,0.0081033,-0.046789,0.045607,-0.0080197,-0.002161,-0.0095773,-0.0049144,-0.00013646,0.07185,0.43581,0.49176,0.095144
1,1,1,1,1,1,1,1,1.0631,1,51.894,281.08,464.63,616.52,692.59,927.66,964.93,1233.9,1286.9,-0.54837,0.29588,0.29543,-0.54718,-0.32338,0.027249,0.039461,-0.32245,0.21406,0.43726,-0.42668,-0.21707,-0.00050874,-0.0017362,0.0012624,0.00084206,0.10921,0.42752,0.43834,0.11356,-0.0038677,-0.010314,6.5304e-05,0.0025254,0.0064738,-0.056483,0.027029,-0.011125,-0.0026507,-0.011552,-0.0061787,-0.00050366,0.072797,0.43758,0.48734,0.095198
1,1,1,1,1,1,1,1,1.256,1,51.959,284.34,471.81,622.21,702.74,940.4,975.03,1250.5,1297.5,-0.54901,0.29664,0.29495,-0.5454,0.32359,-0.016313,-0.059008,0.31936,0.21165,0.44954,-0.41019,-0.22068,-0.00055057,-0.0022686,0.00093111,0.00098596,-0.1048,-0.41436,-0.45874,-0.12197,0.0039761,0.0095533,-0.0022741,-0.0027365,0.0033466,-0.074996,-0.008995,-0.016976,0.0036543,0.015623,0.0088613,0.0013379,-0.074429,-0.44007,-0.47751,-0.09549
1,1,1,1,1,1,1,1,1.3071,1,51.973,285.06,473.46,623.43,705.2,943.21,977.54,1254.3,1300,0.54915,-0.2968,-0.29484,0.54501,0.32364,-0.013875,-0.063356,0.31857,0.21113,0.45235,-0.40616,-0.2213,-0.00055667,-0.0023749,0.00086071,0.0010182,-0.10377,-0.41116,-0.4633,-0.12382,0.003992,0.0093918,-0.0028404,-0.0027813,-0.0025808,0.079517,0.017887,0.01838,-0.003906,-0.016646,-0.0095393,-0.0015629,-0.074795,-0.4405,-0.47484,-0.095602
1,1,1,1,1,1,1,1,1.2184,1,51.948,283.78,470.53,621.24,700.87,938.2,973.14,1247.5,1295.6,-0.5489,0.29651,0.29503,-0.54571,-0.32355,0.018219,0.055604,-0.31995,-0.21206,-0.44735,0.41325,0.22015,0.00054508,0.0021826,-0.00098714,-0.00096083,-0.1056,-0.41679,-0.45517,-0.12051,0.0039617,0.0096853,-0.001846,-0.0026997,0.0039268,-0.071568,-0.0022748,-0.015903,-0.0034642,-0.014851,-0.0083486,-0.001172,-0.074143,-0.43969,-0.47947,-0.095416
1,1,1,1,1,1,1,1,1.6293,1,52.045,288.68,482.05,629.33,718.83,957.09,992.09,1275,1314.2,-0.54985,0.29763,0.29431,-0.54307,0.32395,-0.0015541,-0.085275,0.31409,0.20862,0.46696,-0.3837,-0.22329,-0.00057585,-0.0028615,0.0005264,0.0011862,-0.098235,-0.39332,-0.486,-0.13281,-0.0040477,-0.0088663,0.0057672,0.0029184,-0.0017669,-0.10513,-0.068771,-0.026074,0.0052779,0.022145,0.013035,0.0028968,-0.076662,-0.44181,-0.45778,-0.096558
1,1,1,1,1,1,1,1,0.59648,1,51.582,266.6,437.89,587.75,661.04,873.82,934.33,1180,1249.3,0.54526,-0.29227,-0.29766,0.55564,-0.32376,0.074619,-0.045183,-0.32703,-0.22585,-0.39157,0.47338,0.19024,6.9808e-05,0.0018293,0.0025742,5.6233e-05,-0.12432,-0.46714,-0.35827,-0.079886,-0.002925,-0.011277,-0.0026157,0.0022718,-0.01623,-0.0025641,-0.13627,-0.0076593,0.00038787,0.0023729,0.00089297,-0.00089667,0.065829,0.42095,0.50502,0.095607
1,1,1,1,1,1,1,1,0.64436,1,51.633,268.82,441.48,592.53,664.83,881.51,938.1,1186.5,1254.5,0.54578,-0.29286,-0.2973,0.55426,-0.32351,0.067465,-0.032463,-0.32732,-0.22397,-0.3977,0.46845,0.1951,-6.354e-05,0.0011669,0.0024398,0.00020863,-0.12241,-0.46258,-0.36929,-0.084485,-0.0030818,-0.01138,-0.0027002,0.0022448,0.015021,-0.0049191,0.12301,0.00534,-0.00056012,-0.0031036,-0.0012184,0.00082702,0.066883,0.42389,0.50415,0.095494
1,1,1,1,1,1,1,1,0.85225,1,51.792,276.14,454.57,607.34,679.71,908.48,952.5,1212.1,1272.9,0.54736,-0.29471,-0.29617,0.54995,-0.32322,0.043641,0.01011,-0.32571,-0.21792,-0.42006,0.44694,0.20949,-0.0003883,-0.00073687,0.0017826,0.00061594,-0.11513,-0.44404,-0.40879,-0.10114,-0.0035948,-0.011147,-0.0019509,0.0023006,0.010407,-0.032994,0.071649,-0.003585,0.0015294,0.0070397,0.0033591,-0.00029289,0.070378,0.43268,0.49711,0.095171
1,1,1,1,1,1,1,1,1.0207,1,51.876,280.23,462.81,614.98,690.16,924.31,962.56,1229.9,1284.4,-0.5482,0.29568,0.29556,-0.54766,-0.32334,0.030107,0.034347,-0.32314,0.21471,0.43415,-0.43057,-0.21592,0.00049319,0.0015803,-0.0013523,-0.00080411,0.1103,0.43066,0.43308,0.11136,-0.0038288,-0.010497,-0.00039975,0.0024751,-0.0072177,0.052063,-0.035527,0.0097114,0.0024234,0.010635,0.0055865,0.00032973,0.072373,0.43681,0.48942,0.095166
1,1,1,1,1,1,1,1,1.4077,1,51.999,286.35,476.45,625.56,709.79,948.19,982.32,1261.5,1304.8,0.5494,-0.2971,-0.29465,0.54432,0.32375,-0.0095121,-0.071131,0.31708,-0.21022,-0.45746,0.39861,0.22223,-0.00056532,-0.0025559,0.00073821,0.0010767,0.10186,0.40517,0.47144,0.12709,-0.0040147,-0.0091369,0.0038878,0.0028512,-0.0011376,0.088029,0.034711,0.020991,0.004378,0.018559,0.010797,0.0020013,0.075454,0.44116,0.46954,0.095858
1,1,1,1,1,1,1,1,1.2438,1,51.956,284.16,471.4,621.9,702.14,939.7,974.42,1249.5,1296.9,0.54898,-0.2966,-0.29497,0.5455,-0.32358,0.016924,0.057917,-0.31955,0.21178,0.44884,-0.41118,-0.22051,0.00054888,0.0022413,-0.00094898,-0.0009779,0.10506,0.41514,0.45759,0.1215,0.0039717,0.0095952,-0.0021353,-0.0027248,-0.0035343,0.073887,0.0068194,0.016629,0.0035927,0.015373,0.0086952,0.0012837,0.074337,0.43995,0.47815,0.095465
1,1,1,1,1,1,1,1,1.2808,1,51.966,284.7,472.62,622.81,703.94,941.79,976.26,1252.4,1298.8,-0.54908,0.29672,0.29489,-0.54521,0.32362,-0.015111,-0.061152,0.31897,0.2114,0.45092,-0.40822,-0.221,0.0005537,0.0023215,-0.00089624,-0.0010018,-0.10429,-0.41279,-0.46099,-0.12288,0.0039842,0.0094725,-0.0025509,-0.0027589,-0.0029726,0.077205,0.013334,0.017663,0.0037772,0.016123,0.0091926,0.001447,0.07461,0.44029,0.47622,0.095542
1,1,1,1,1,1,1,1,1.4641,1,52.012,287,477.99,626.63,712.22,950.7,984.89,1265.2,1307.3,-0.54953,0.29724,0.29455,-0.54397,-0.3238,0.0072933,0.07508,-0.31628,0.20977,0.46009,-0.39461,-0.22261,0.00056881,0.0026439,-0.00067767,-0.0011068,0.10087,0.40199,0.47555,0.12872,-0.0040244,-0.0090316,0.0044246,0.0028793,0.00036524,-0.09258,-0.043747,-0.022367,0.0046262,0.01956,0.011443,0.0022404,0.07579,0.44141,0.46655,0.09602
1,1,1,1,1,1,1,1,1.008,1,51.871,279.96,462.25,614.49,689.42,923.27,961.84,1228.6,1283.6,-0.54815,0.29562,0.2956,-0.54781,-0.32332,0.030997,0.032754,-0.32335,-0.21492,-0.43319,0.43176,0.21555,-0.00048791,-0.0015302,0.0013804,0.00079221,-0.11064,-0.43161,-0.43145,-0.11068,-0.0038158,-0.010551,-0.00053446,0.0024603,0.0074439,-0.050717,0.038105,-0.0092801,0.0023554,0.010361,0.0054113,0.00027891,-0.072242,-0.43657,-0.49003,-0.095158
1,1,1,1,1,1,1,1,0.67108,1,51.658,269.96,443.38,594.92,666.88,885.54,940.12,1190.1,1257.2,0.54603,-0.29316,-0.29712,0.55357,-0.32342,0.063796,-0.025926,-0.32732,0.22301,0.40095,-0.46567,-0.19752,0.00012555,-0.00084182,-0.0023564,-0.00028055,-0.12138,-0.46008,-0.37509,-0.086918,-0.0031631,-0.011408,-0.0027008,0.002237,0.014375,-0.0088981,0.11588,0.0040933,-0.00066756,-0.0035499,-0.0014342,0.00077802,0.067422,0.42534,0.5035,0.095435
1,1,1,1,1,1,1,1,1.1924,1,51.94,283.37,469.61,620.54,699.55,936.6,971.82,1245.3,1294.2,-0.54882,0.29641,0.29509,-0.54593,-0.32352,0.019592,0.053152,-0.32036,-0.21236,-0.44579,0.4154,0.21974,0.00054069,0.002119,-0.001028,-0.00094278,-0.10616,-0.4185,-0.4526,-0.11945,0.0039502,0.0097819,-0.0015476,-0.0026728,-0.0043348,0.069156,-0.0024402,0.015145,-0.0033313,-0.014311,-0.0079905,-0.0010581,0.073938,0.4394,0.48081,0.095369
1,1,1,1,1,1,1,1,1.1464,1,51.924,282.61,467.93,619.22,697.15,933.62,969.42,1241.4,1291.7,-0.54867,0.29624,0.2952,-0.54635,0.32347,-0.022151,-0.048579,0.3211,0.21292,0.4429,-0.41931,-0.21891,0.00053148,0.0019964,-0.0011051,-0.00090916,-0.1072,-0.42162,-0.44781,-0.11748,-0.0039262,-0.0099632,0.0010159,0.0026224,0.0050748,-0.064777,0.010973,-0.013763,-0.0030921,-0.01334,-0.0073489,-0.00085771,-0.073556,-0.43884,-0.48316,-0.095297
1,1,1,1,1,1,1,1,1.3774,1,51.992,285.98,475.58,624.95,708.44,946.76,980.9,1259.4,1303.4,-0.54933,0.29701,0.2947,-0.54452,-0.32372,0.010771,0.06889,-0.31752,0.21048,0.45598,-0.40084,-0.22199,0.00056309,0.0025048,-0.00077308,-0.0010597,-0.10242,-0.40693,-0.4691,-0.12615,-0.0040088,-0.0092047,0.0035831,0.0028328,0.001564,-0.085515,-0.029733,-0.020225,-0.0042393,-0.017998,-0.01043,-0.0018703,0.075263,0.44099,0.47114,0.095776
1,1,1,1,1,1,1,1,1.616,1,52.043,288.56,481.74,629.13,718.33,956.63,991.53,1274.2,1313.7,-0.54983,0.2976,0.29432,-0.54313,0.32394,-0.0019785,-0.084522,0.31426,-0.2087,-0.46645,0.38453,0.22326,0.00057539,0.0028458,-0.00053733,-0.0011803,0.098434,0.39398,0.48524,0.13252,0.0040459,0.0088724,-0.005672,-0.0029175,-0.0016021,-0.10416,-0.066834,-0.025792,0.0052299,0.021958,0.012926,0.002847,-0.076598,-0.44179,-0.45848,-0.096511
1,1,1,1,1,1,1,1,1.0469,1,51.887,280.76,463.94,615.95,691.67,926.41,964.04,1232.4,1286,-0.54831,0.29581,0.29548,-0.54736,-0.32336,0.028317,0.037551,-0.32272,-0.2143,-0.43609,0.42815,0.21665,-0.00050318,-0.0016788,0.0012959,0.00082792,-0.10962,-0.42871,-0.43637,-0.11273,0.0038536,0.010384,0.00011423,-0.0025062,0.0067549,-0.054814,0.030243,-0.010592,0.0025641,0.011203,0.0059522,0.00043672,-0.072639,-0.4373,-0.48814,-0.095184
1,1,1,1,1,1,1,1,1.1215,1,51.916,282.17,466.97,618.45,695.81,931.92,968.1,1239.2,1290.3,0.54859,-0.29614,-0.29527,0.54659,0.32344,-0.023613,-0.045965,0.3215,0.21324,0.44127,-0.42147,-0.21841,0.00052559,0.0019241,-0.0011498,-0.00088996,0.10779,0.42335,0.44509,0.11636,-0.0039109,-0.010066,0.00072802,0.0025939,-0.0054858,0.062342,-0.015701,0.012991,-0.0029608,-0.012808,-0.0069984,-0.0007502,-0.073338,-0.43849,-0.48443,-0.095262
1,1,1,1,1,1,1,1,0.51633,1,51.478,262.25,431.32,577.98,654.34,859.49,927.44,1168.6,1239.2,0.54421,-0.29106,-0.29838,0.55845,0.3245,-0.088589,0.069878,0.32543,0.22956,0.38027,-0.4813,-0.18029,0.00037639,0.0032136,0.002702,-0.00029339,-0.12776,-0.47492,-0.33783,-0.071457,0.0026334,0.01093,0.0022138,-0.0023564,-0.018428,-0.016318,-0.16013,-0.011816,0.00017915,0.0014207,0.00057621,-0.00095141,-0.063755,-0.41487,-0.50537,-0.095792
1,1,1,1,1,1,1,1,1.1349,1,51.92,282.41,467.49,618.87,696.53,932.84,968.81,1240.4,1291.1,0.54863,-0.29619,-0.29523,0.54646,-0.32346,0.02282,0.047383,-0.32128,0.21307,0.44216,-0.4203,-0.21869,0.00052884,0.0019636,-0.0011255,-0.00090038,0.10747,0.42242,0.44657,0.11697,-0.0039193,-0.01001,0.00088272,0.0026093,-0.0052639,0.063657,-0.013149,0.013408,0.0030316,0.013094,0.0071871,0.00080791,0.073456,0.43868,0.48375,0.09528
1,1,1,1,1,1,1,1,1.0138,1,51.873,280.08,462.51,614.72,689.76,923.75,962.17,1229.2,1283.9,-0.54817,0.29565,0.29558,-0.54774,-0.32333,0.030585,0.03349,-0.32325,-0.21482,-0.43363,0.43121,0.21572,-0.00049038,-0.0015535,0.0013674,0.00079772,0.11048,0.43117,0.4322,0.11099,-0.0038219,-0.010526,-0.00047279,0.0024671,0.0073396,-0.051337,0.036917,-0.0094789,-0.0023867,-0.010487,-0.0054918,-0.00030221,0.072303,0.43668,0.48975,0.095162
1,1,1,1,1,1,1,1,0.25706,1,50.749,239.12,404.17,518.49,628.1,800.16,894.5,1123.7,1185.1,-0.5366,0.28251,0.30314,-0.57771,0.33597,-0.16333,0.19636,0.2925,0.24831,0.33139,-0.49683,-0.12456,0.0031599,0.011629,-0.001332,-0.003538,-0.14118,-0.49929,-0.2454,-0.036888,0.0016787,0.0080996,-0.0015642,-0.002866,0.028552,0.08215,0.26359,0.028786,0.001412,0.0056161,0.0054412,3.054e-05,0.052001,0.37494,0.48096,0.094198
1,1,1,1,1,1,1,1,1.064,1,51.894,281.1,464.66,616.55,692.64,927.73,964.98,1234,1287,-0.54837,0.29589,0.29543,-0.54718,-0.32338,0.027191,0.039565,-0.32244,0.21405,0.43732,-0.42659,-0.21709,-0.00050904,-0.0017393,0.0012606,0.00084282,0.10919,0.42746,0.43845,0.1136,-0.0038684,-0.01031,7.5242e-05,0.0025264,-0.0064584,0.056574,-0.026853,0.011154,-0.0026554,-0.011572,-0.0061912,-0.00050736,0.072806,0.43759,0.4873,0.095199
1,1,1,1,1,1,1,1,1.5827,1,52.036,288.24,480.97,628.62,717.05,955.42,990.11,1272.4,1312.3,-0.54977,0.29753,0.29437,-0.54331,0.32391,-0.0030667,-0.082591,0.31469,-0.20892,-0.46514,0.38665,0.22316,0.0005742,0.0028053,-0.00056555,-0.001165,-0.09894,-0.39567,-0.48328,-0.13176,-0.0040414,-0.0088929,0.0054244,0.0029135,-0.001185,-0.10171,-0.061933,-0.025076,0.0051064,0.021473,0.012636,0.0027199,0.076432,0.44175,0.46025,0.096398
1,1,1,1,1,1,1,1,1.4317,1,52.005,286.63,477.12,626.03,710.84,949.28,983.42,1263.1,1305.9,0.54946,-0.29716,-0.29461,0.54417,-0.32377,0.0085505,0.072843,-0.31674,-0.21003,-0.4586,0.39689,0.2224,0.0005669,0.0025943,-0.00071182,-0.0010897,0.10144,0.4038,0.47323,0.1278,-0.004019,-0.0090889,0.0041207,0.0028641,0.00080619,-0.089982,-0.038586,-0.021584,0.004485,0.018991,0.011077,0.0021037,0.075599,0.44127,0.46827,0.095925
1,1,1,1,1,1,1,1,1.0708,1,51.897,281.23,464.94,616.79,693.02,928.24,965.35,1234.6,1287.4,-0.5484,0.29592,0.29541,-0.5471,-0.32339,0.026753,0.040348,-0.32233,0.21395,0.4378,-0.42598,-0.21726,0.00051123,0.0017625,-0.001247,-0.00084861,-0.10902,-0.42696,-0.43926,-0.11394,-0.003874,-0.010281,0.00015105,0.0025345,0.0063419,-0.057266,0.025519,-0.011375,-0.0026916,-0.011718,-0.0062861,-0.00053558,-0.072871,-0.43771,-0.48696,-0.095205
1,1,1,1,1,1,1,1,0.92873,1,51.834,278.15,458.53,611.15,684.62,916.22,957.21,1220.5,1278.4,-0.54778,0.29519,0.29587,-0.54882,0.32326,-0.037009,-0.021986,0.3246,-0.21633,-0.42683,0.43934,0.21283,-0.00044644,-0.0011722,0.001572,0.0007104,0.11284,0.43778,0.42055,0.1061,-0.0037185,-0.010878,-0.0013201,0.002372,-0.0089084,0.041982,-0.054737,0.0064748,0.0019312,0.0086536,0.0043376,-2.5799e-05,-0.071354,-0.4348,-0.49375,-0.095141
1,1,1,1,1,1,1,1,0.8867,1,51.811,277.08,456.4,609.14,681.96,912.09,954.65,1216,1275.4,0.54756,-0.29493,-0.29603,0.54942,0.32323,-0.040542,-0.015659,0.32523,-0.21717,-0.42319,0.44349,0.21109,-0.00041714,-0.00094567,0.0016846,0.00066076,0.11408,0.44118,0.41425,0.10345,0.0036545,0.011033,0.0016851,-0.0023305,0.0097209,-0.037116,0.063919,-0.0049101,0.001709,0.0077607,0.0037912,-0.00017629,0.070834,0.43369,0.49563,0.095152
1,1,1,1,1,1,1,1,1.7304,1,52.063,289.57,484.23,630.72,722.53,960.42,996.25,1280.3,1318.2,-0.55002,0.29783,0.29417,-0.54259,-0.32403,-0.0014896,0.09067,-0.31286,0.20802,0.47065,-0.37759,-0.22347,-0.00057891,-0.0029727,0.00044908,0.0012295,-0.096794,-0.38845,-0.49139,-0.13487,0.0040619,0.0088539,-0.0064199,-0.0029152,0.0029845,0.11229,0.083094,0.028124,-0.0056156,-0.023441,-0.013757,-0.0032554,0.077126,0.44181,0.4524,0.096924
1,1,1,1,1,1,1,1,0.71083,1,51.693,271.52,446.08,598.17,669.85,891.2,943.01,1195.2,1261,-0.54638,0.29356,0.29688,-0.55264,0.32332,-0.058718,0.016863,0.32717,-0.2217,-0.40556,0.46152,0.20075,0.0002042,-0.00040978,-0.0022276,-0.00037385,-0.1199,-0.45642,-0.38328,-0.090369,-0.0032756,-0.011412,-0.0026437,0.0022346,-0.013446,0.014587,-0.10559,-0.0022975,0.00083942,0.0042549,0.0017937,-0.00069305,-0.068167,-0.4273,-0.50236,-0.095356
