k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,Phi11,Phi12,Phi13,Phi14,Phi21,Phi22,Phi23,Phi24,Phi31,Phi32,Phi33,Phi34,Phi41,Phi42,Phi43,Phi44
1,1,1,1,1,1.2701,1,1,1,1,53.212,143.5,284.11,466.74,-0.62455,0.34168,0.33156,-0.61907,-0.48698,0.50097,-0.5097,0.50208,-0.73109,0.0029368,0.02421,-0.68185,0.29908,0.62121,-0.64987,-0.31988
1,1,1,1,1,1.016,1,1,1,1,51.941,142.91,280.07,462.22,-0.62307,0.33554,0.33506,-0.62203,-0.49279,0.50626,-0.50709,0.49368,-0.71131,0.040339,0.047962,-0.70008,0.31199,0.63001,-0.6369,-0.31641
1,1,1,1,1,0.74828,1,1,1,1,49.849,142.02,274.18,455.9,-0.61844,0.32838,0.34161,-0.62691,-0.50194,0.51331,-0.50327,0.48093,-0.68518,0.077839,0.073821,-0.72043,0.33019,0.64046,-0.61945,-0.31156
1,1,1,1,1,1.0448,1,1,1,1,52.051,142.99,280.59,462.79,-0.62518,0.33429,0.33329,-0.62155,-0.49205,0.50532,-0.50755,0.49491,-0.71373,0.034576,0.043292,-0.69823,0.31073,0.62874,-0.63874,-0.31646
1,1,1,1,1,0.76657,1,1,1,1,50.077,142.09,274.65,456.4,-0.61935,0.32853,0.34084,-0.62634,-0.50168,0.51256,-0.50356,0.48169,-0.68739,0.075993,0.07251,-0.71866,0.32876,0.63971,-0.6208,-0.31191
1,1,1,1,1,1.1037,1,1,1,1,52.436,143.13,281.6,463.91,-0.62467,0.33684,0.33308,-0.62079,-0.49101,0.50383,-0.50826,0.49673,-0.71825,0.028867,0.040345,-0.69401,0.30727,0.62677,-0.64179,-0.31758
1,1,1,1,1,0.99167,1,1,1,1,51.743,142.84,279.62,461.72,-0.62195,0.3357,0.33596,-0.62259,-0.49323,0.50661,-0.507,0.49296,-0.70926,0.042592,0.049081,-0.70194,0.31342,0.63091,-0.63549,-0.31603
1,1,1,1,1,1.0668,1,1,1,1,52.183,143.04,280.98,463.22,-0.62329,0.33692,0.33425,-0.6215,-0.49168,0.50464,-0.50786,0.49564,-0.7159,0.03143,0.041368,-0.69627,0.30921,0.6281,-0.63979,-0.31708
1,1,1,1,1,1.4783,1,1,1,1,53.978,143.87,286.68,469.73,-0.62848,0.34243,0.3274,-0.6169,-0.48259,0.49816,-0.51117,0.5076,-0.74271,-0.037295,-0.0015605,-0.66857,0.29109,0.61463,-0.65879,-0.32171
1,1,1,1,1,0.86006,1,1,1,1,50.829,142.43,276.9,458.78,-0.61978,0.33255,0.33906,-0.62475,-0.4975,0.51002,-0.50514,0.48703,-0.69697,0.06202,0.062351,-0.71169,0.32178,0.63603,-0.62723,-0.31385
1,1,1,1,1,1.2244,1,1,1,1,52.986,143.41,283.47,466.01,-0.62702,0.33792,0.33034,-0.6193,-0.48752,0.50203,-0.50926,0.50094,-0.72689,0.0090313,0.027486,-0.68614,0.30158,0.62248,-0.64797,-0.31891
1,1,1,1,1,0.60265,1,1,1,1,48.23,141.33,269.86,451.42,-0.61691,0.32094,0.34538,-0.63018,-0.50929,0.5184,-0.50029,0.47073,-0.66572,0.099708,0.091824,-0.73379,0.34353,0.64601,-0.60817,-0.30788
1,1,1,1,1,1.0763,1,1,1,1,52.259,143.07,281.14,463.4,-0.62256,0.33804,0.33467,-0.62141,-0.4916,0.50443,-0.50794,0.49586,-0.71621,0.032527,0.042544,-0.69583,0.30854,0.62785,-0.64022,-0.31737
1,1,1,1,1,1.1501,1,1,1,1,52.62,143.24,282.35,464.75,-0.62478,0.33804,0.33243,-0.62037,-0.4892,0.50307,-0.50882,0.49871,-0.72226,0.018496,0.033345,-0.69057,0.30497,0.6251,-0.64423,-0.31815
1,1,1,1,1,0.8442,1,1,1,1,50.664,142.38,276.54,458.4,-0.62241,0.32914,0.33756,-0.62476,-0.49807,0.51041,-0.50496,0.48624,-0.69585,0.062721,0.062585,-0.7127,0.32335,0.63641,-0.62642,-0.3131
1,1,1,1,1,1.0561,1,1,1,1,52.108,143.02,280.79,463.01,-0.62459,0.33523,0.33352,-0.62151,-0.49182,0.50494,-0.50774,0.49533,-0.7155,0.032403,0.041924,-0.6966,0.31,0.62838,-0.63932,-0.31672
1,1,1,1,1,1.3212,1,1,1,1,53.424,143.6,284.8,467.53,-0.6277,0.33975,0.32912,-0.61826,-0.48599,0.4999,-0.51027,0.50354,-0.73324,-0.0056566,0.018256,-0.6797,0.29724,0.61937,-0.65235,-0.3201
1,1,1,1,1,1.2932,1,1,1,1,53.335,143.54,284.43,467.1,-0.62591,0.34096,0.33055,-0.61865,-0.48675,0.50051,-0.50989,0.50258,-0.73156,0.002249,0.024094,-0.68134,0.29813,0.62043,-0.65095,-0.32009
1,1,1,1,1,0.61808,1,1,1,1,48.412,141.41,270.37,451.94,-0.61632,0.32257,0.34536,-0.62994,-0.50794,0.51796,-0.50069,0.47224,-0.66791,0.097297,0.089796,-0.73237,0.34171,0.6456,-0.60927,-0.30859
1,1,1,1,1,0.39649,1,1,1,1,44.722,139.9,261.48,442.87,-0.60839,0.31077,0.35622,-0.63749,-0.52324,0.52902,-0.49371,0.45012,-0.62873,0.13369,0.12716,-0.75541,0.36702,0.65221,-0.58971,-0.30357
1,1,1,1,1,0.90623,1,1,1,1,51.139,142.59,277.91,459.87,-0.62321,0.331,0.3362,-0.62371,-0.49636,0.50829,-0.50597,0.48915,-0.70199,0.054318,0.056359,-0.70787,0.31909,0.63399,-0.63047,-0.31423
1,1,1,1,1,0.91213,1,1,1,1,51.185,142.6,278.03,460,-0.62249,0.33197,0.33657,-0.62371,-0.49623,0.50808,-0.50607,0.48939,-0.70313,0.052613,0.055246,-0.70696,0.31859,0.63382,-0.63078,-0.31445
1,1,1,1,1,1.5379,1,1,1,1,54.222,143.96,287.31,470.49,-0.62716,0.34509,0.32794,-0.61647,-0.48218,0.49717,-0.51152,0.5086,-0.74805,-0.046689,-0.0062468,-0.66197,0.2886,0.61314,-0.66083,-0.3226
1,1,1,1,1,1.2785,1,1,1,1,53.261,143.52,284.23,466.87,-0.6248,0.34168,0.33136,-0.61893,-0.48693,0.50081,-0.50975,0.50223,-0.73102,0.0024557,0.02398,-0.68193,0.29868,0.62095,-0.65024,-0.32
1,1,1,1,1,0.86626,1,1,1,1,50.902,142.45,277.04,458.93,-0.61963,0.33304,0.33913,-0.62461,-0.49742,0.50988,-0.50517,0.48722,-0.69815,0.061372,0.062176,-0.7106,0.32126,0.63584,-0.62759,-0.31405
1,1,1,1,1,0.84143,1,1,1,1,50.645,142.37,276.48,458.33,-0.62253,0.32891,0.33754,-0.62478,-0.49821,0.51048,-0.50491,0.48606,-0.69525,0.063476,0.06309,-0.71318,0.32357,0.6365,-0.62625,-0.31302
1,1,1,1,1,0.82137,1,1,1,1,50.555,142.3,276.01,457.83,-0.62056,0.33005,0.33921,-0.62523,-0.49945,0.51093,-0.50456,0.48468,-0.69307,0.067997,0.06677,-0.71454,0.32469,0.63748,-0.62469,-0.31297
1,1,1,1,1,0.83073,1,1,1,1,50.596,142.33,276.23,458.06,-0.62185,0.32914,0.33818,-0.62498,-0.49884,0.51073,-0.50473,0.48534,-0.69475,0.064256,0.063807,-0.71353,0.32427,0.63697,-0.62548,-0.31289
1,1,1,1,1,0.94592,1,1,1,1,51.49,142.71,278.73,460.75,-0.62247,0.33351,0.33628,-0.62307,-0.49539,0.5074,-0.50642,0.49059,-0.70518,0.05037,0.05434,-0.70514,0.31626,0.63261,-0.63278,-0.31522
1,1,1,1,1,0.98322,1,1,1,1,51.669,142.82,279.46,461.55,-0.62313,0.33415,0.33527,-0.62261,-0.49351,0.50672,-0.50695,0.49263,-0.70937,0.042247,0.048667,-0.70189,0.31412,0.63112,-0.6351,-0.31569
1,1,1,1,1,0.72018,1,1,1,1,49.622,141.9,273.42,455.1,-0.6188,0.32656,0.34196,-0.6273,-0.50334,0.51439,-0.50267,0.47894,-0.68212,0.08138,0.076932,-0.72261,0.33262,0.64152,-0.61741,-0.31085
1,1,1,1,1,0.49862,1,1,1,1,46.761,140.7,266,447.54,-0.61184,0.3178,0.35116,-0.63351,-0.51579,0.52343,-0.49711,0.46137,-0.64919,0.11684,0.10845,-0.74374,0.35405,0.65001,-0.59879,-0.30591
1,1,1,1,1,0.66549,1,1,1,1,49.038,141.65,271.85,453.47,-0.61576,0.32633,0.3449,-0.6288,-0.50628,0.51598,-0.50159,0.47524,-0.67485,0.091191,0.084562,-0.7274,0.33698,0.64391,-0.61297,-0.30999
1,1,1,1,1,1.1169,1,1,1,1,52.481,143.17,281.82,464.15,-0.6257,0.33616,0.33224,-0.62057,-0.49045,0.50353,-0.50848,0.49736,-0.72026,0.023528,0.036469,-0.69235,0.30678,0.62619,-0.64259,-0.31757
1,1,1,1,1,0.80486,1,1,1,1,50.387,142.24,275.61,457.41,-0.61863,0.33113,0.34063,-0.6258,-0.50013,0.51113,-0.50443,0.48391,-0.6917,0.070027,0.068156,-0.71555,0.32569,0.63826,-0.62343,-0.31286
1,1,1,1,1,0.88389,1,1,1,1,51.04,142.51,277.43,459.35,-0.622,0.33142,0.33738,-0.62406,-0.49708,0.50928,-0.50542,0.48795,-0.69961,0.058874,0.060055,-0.70955,0.32038,0.63497,-0.62893,-0.31403
1,1,1,1,1,0.97771,1,1,1,1,51.629,142.8,279.35,461.43,-0.62385,0.33322,0.33488,-0.6226,-0.49373,0.5068,-0.5069,0.49237,-0.70855,0.043739,0.049596,-0.70256,0.31456,0.63127,-0.63483,-0.3155
1,1,1,1,1,0.92214,1,1,1,1,51.283,142.64,278.24,460.23,-0.62087,0.33407,0.33752,-0.6237,-0.49606,0.50784,-0.50618,0.4897,-0.70319,0.052872,0.055649,-0.70684,0.31767,0.63359,-0.63126,-0.3149
1,1,1,1,1,1.0315,1,1,1,1,52.006,142.95,280.35,462.53,-0.62464,0.33444,0.33383,-0.62172,-0.49239,0.50579,-0.50732,0.49433,-0.71345,0.036278,0.044812,-0.69833,0.31139,0.62928,-0.63794,-0.31635
1,1,1,1,1,1.6416,1,1,1,1,54.493,144.11,288.3,471.74,-0.62873,0.34528,0.3262,-0.61569,-0.48038,0.49564,-0.51236,0.51095,-0.75548,-0.09352,-0.038569,-0.64732,0.28543,0.61018,-0.66463,-0.32323
1,1,1,1,1,0.65696,1,1,1,1,48.879,141.61,271.59,453.2,-0.61723,0.32419,0.34401,-0.62896,-0.50632,0.51633,-0.50148,0.47494,-0.67405,0.090489,0.083734,-0.72832,0.33806,0.64408,-0.61246,-0.30947
1,1,1,1,1,1.7886,1,1,1,1,54.893,144.3,289.2,473.35,-0.6307,0.34574,0.32412,-0.61451,-0.47801,0.49463,-0.51283,0.51368,-0.74498,-0.31673,-0.19347,-0.55431,0.28115,0.6064,-0.66941,-0.32423
1,1,1,1,1,-0.0057237,1,1,1,1,130.89,221.01,389.78,571.48,-0.6035,0.58533,-0.43998,0.3156,-0.48664,0.1687,0.31369,-0.7977,0.46149,0.51675,-0.62594,-0.35805,0.22077,0.71299,0.63282,0.20602
1,1,1,1,1,1.3936,1,1,1,1,53.716,143.73,285.71,468.58,-0.62573,0.34351,0.32985,-0.61779,-0.48423,0.49922,-0.51068,0.50547,-0.73744,-0.015851,0.0131,-0.6751,0.29392,0.61734,-0.65521,-0.32125
1,1,1,1,1,1.3049,1,1,1,1,53.379,143.57,284.58,467.28,-0.62683,0.34029,0.32985,-0.61846,-0.48646,0.50024,-0.51004,0.50296,-0.7335,-0.0030912,0.020329,-0.67938,0.29777,0.61998,-0.65155,-0.32008
1,1,1,1,1,0.91432,1,1,1,1,51.204,142.61,278.08,460.05,-0.62212,0.33244,0.33679,-0.62372,-0.49618,0.50802,-0.5061,0.48947,-0.70332,0.052227,0.054998,-0.70682,0.31839,0.63377,-0.63089,-0.31455
1,1,1,1,1,0.83579,1,1,1,1,50.616,142.35,276.35,458.19,-0.62234,0.32887,0.33777,-0.62486,-0.49853,0.51061,-0.50482,0.48569,-0.69474,0.063824,0.06333,-0.71362,0.32397,0.63673,-0.62586,-0.31291
1,1,1,1,1,1.3464,1,1,1,1,53.494,143.64,285.12,467.9,-0.62771,0.34028,0.32886,-0.61809,-0.48526,0.49951,-0.51052,0.50435,-0.73603,-0.013816,0.012801,-0.67669,0.29623,0.61857,-0.65345,-0.32035
1,1,1,1,1,0.95142,1,1,1,1,51.515,142.73,278.84,460.87,-0.62314,0.33303,0.33576,-0.62294,-0.49508,0.50727,-0.50652,0.49092,-0.70591,0.049237,0.053529,-0.70456,0.31605,0.63233,-0.63319,-0.31518
1,1,1,1,1,0.44934,1,1,1,1,45.855,140.34,263.94,445.42,-0.61077,0.31414,0.35315,-0.63526,-0.51935,0.52589,-0.49561,0.45617,-0.63992,0.12496,0.11702,-0.74913,0.36033,0.65122,-0.59451,-0.30437
1,1,1,1,1,1.1975,1,1,1,1,52.906,143.35,283.08,465.56,-0.62573,0.33858,0.33149,-0.61963,-0.48815,0.50264,-0.50897,0.50002,-0.72534,0.01483,0.031954,-0.68749,0.3026,0.62351,-0.64655,-0.31882
1,1,1,1,1,1.1788,1,1,1,1,52.814,143.31,282.79,465.24,-0.62401,0.3398,0.33277,-0.62001,-0.48857,0.50289,-0.50887,0.49946,-0.72421,0.01701,0.033438,-0.68856,0.30328,0.62426,-0.64551,-0.3188
1,1,1,1,1,0.35683,1,1,1,1,43.814,139.53,259.46,440.73,-0.60611,0.30822,0.35904,-0.63931,-0.52641,0.53199,-0.4919,0.44487,-0.62019,0.13931,0.13522,-0.76005,0.37239,0.6511,-0.58771,-0.30329
1,1,1,1,1,1.1362,1,1,1,1,52.546,143.21,282.13,464.5,-0.62595,0.33644,0.33183,-0.62039,-0.48968,0.50321,-0.50871,0.4982,-0.72114,0.021433,0.035125,-0.69157,0.30584,0.62549,-0.64361,-0.31779
1,1,1,1,1,1.3329,1,1,1,1,53.454,143.62,284.95,467.7,-0.62795,0.33975,0.32884,-0.61816,-0.48564,0.49969,-0.5104,0.50394,-0.73488,-0.0090908,0.016008,-0.67794,0.29681,0.61897,-0.65289,-0.32018
1,1,1,1,1,0.99728,1,1,1,1,51.795,142.86,279.72,461.84,-0.62156,0.33633,0.33618,-0.62251,-0.49311,0.50655,-0.50702,0.49314,-0.70955,0.043241,0.049801,-0.70157,0.31299,0.63076,-0.63576,-0.31621
1,1,1,1,1,0.81321,1,1,1,1,50.489,142.27,275.81,457.62,-0.61918,0.33106,0.34022,-0.62551,-0.49989,0.51107,-0.50445,0.4842,-0.69263,0.068568,0.067262,-0.71487,0.32506,0.63793,-0.62401,-0.31304
1,1,1,1,1,1.2331,1,1,1,1,53.015,143.42,283.6,466.15,-0.62688,0.33828,0.33033,-0.61925,-0.48735,0.50181,-0.50937,0.50123,-0.72852,0.0059594,0.025398,-0.68453,0.30116,0.62219,-0.64838,-0.31903
1,1,1,1,1,1.3728,1,1,1,1,53.609,143.69,285.45,468.28,-0.62597,0.34269,0.32978,-0.61803,-0.48462,0.4993,-0.51065,0.50505,-0.7375,-0.015087,0.012974,-0.67505,0.2949,0.61789,-0.65442,-0.32089
1,1,1,1,1,1.2393,1,1,1,1,53.041,143.44,283.68,466.25,-0.62656,0.33876,0.33048,-0.61924,-0.48725,0.50165,-0.50944,0.50141,-0.72909,0.0041488,0.024134,-0.68398,0.30083,0.62201,-0.64865,-0.31915
1,1,1,1,1,0.97728,1,1,1,1,51.626,142.8,279.34,461.42,-0.62389,0.33316,0.33486,-0.6226,-0.49375,0.50681,-0.5069,0.49235,-0.70846,0.043872,0.049677,-0.70264,0.31459,0.63128,-0.63481,-0.31548
1,1,1,1,1,0.71863,1,1,1,1,49.613,141.89,273.38,455.06,-0.6185,0.32679,0.34219,-0.62735,-0.50344,0.51443,-0.50264,0.47882,-0.68195,0.081933,0.077442,-0.72266,0.33268,0.64162,-0.61725,-0.31089
1,1,1,1,1,0.78374,1,1,1,1,50.157,142.16,275.09,456.86,-0.62161,0.32702,0.33902,-0.62588,-0.50085,0.51165,-0.50413,0.48292,-0.68929,0.072069,0.069065,-0.71757,0.32784,0.6388,-0.62226,-0.31185
1,1,1,1,1,1.4833,1,1,1,1,53.995,143.88,286.74,469.79,-0.62823,0.34279,0.32752,-0.61689,-0.48253,0.49806,-0.5112,0.50771,-0.74329,-0.038023,-0.0019344,-0.66788,0.29087,0.6145,-0.65896,-0.32179
1,1,1,1,1,1.2629,1,1,1,1,53.168,143.48,284.02,466.63,-0.62471,0.3413,0.3315,-0.61916,-0.48702,0.50111,-0.50965,0.50196,-0.7301,0.0046029,0.025121,-0.68287,0.29946,0.62141,-0.64957,-0.31973
1,1,1,1,1,1.2064,1,1,1,1,52.935,143.37,283.21,465.71,-0.62638,0.33814,0.33097,-0.61949,-0.48793,0.50246,-0.50906,0.50033,-0.7266,0.010811,0.028969,-0.68636,0.3023,0.62314,-0.64704,-0.31881
1,1,1,1,1,0.66931,1,1,1,1,49.094,141.67,271.96,453.59,-0.61639,0.32597,0.34446,-0.62862,-0.5062,0.51581,-0.50167,0.47542,-0.67578,0.090073,0.083766,-0.72677,0.33671,0.64372,-0.61331,-0.31001
1,1,1,1,1,0.93699,1,1,1,1,51.429,142.68,278.55,460.55,-0.62124,0.33441,0.33719,-0.62333,-0.49578,0.5076,-0.50628,0.49013,-0.7052,0.051083,0.055002,-0.70503,0.31664,0.63306,-0.63213,-0.31525
1,1,1,1,1,1.1124,1,1,1,1,52.467,143.16,281.75,464.07,-0.62541,0.33633,0.33249,-0.62064,-0.49065,0.50362,-0.50841,0.49715,-0.71986,0.025253,0.037777,-0.69263,0.30696,0.62638,-0.64232,-0.31757
1,1,1,1,1,0.86911,1,1,1,1,50.932,142.46,277.1,459,-0.61986,0.33295,0.33896,-0.62452,-0.4974,0.50982,-0.50519,0.4873,-0.69865,0.060657,0.061703,-0.71021,0.32107,0.63573,-0.62778,-0.3141
1,1,1,1,1,1.2828,1,1,1,1,53.285,143.52,284.29,466.94,-0.62507,0.34153,0.33117,-0.61885,-0.4869,0.50073,-0.50979,0.50232,-0.73079,0.0028992,0.024341,-0.68216,0.2985,0.62081,-0.65044,-0.32004
1,1,1,1,1,0.92987,1,1,1,1,51.364,142.66,278.4,460.4,-0.62058,0.33474,0.33766,-0.62354,-0.49594,0.50771,-0.50623,0.48991,-0.70414,0.052871,0.056101,-0.70586,0.31706,0.63335,-0.63168,-0.31515
1,1,1,1,1,0.77588,1,1,1,1,50.123,142.13,274.89,456.65,-0.62083,0.32745,0.33969,-0.62606,-0.50125,0.51204,-0.50388,0.48236,-0.68869,0.072754,0.069672,-0.71803,0.32834,0.63917,-0.62164,-0.31179
1,1,1,1,1,0.73705,1,1,1,1,49.709,141.97,273.88,455.58,-0.62081,0.32538,0.34027,-0.62685,-0.50233,0.51378,-0.50305,0.48025,-0.68432,0.077509,0.073441,-0.72132,0.33152,0.64068,-0.61884,-0.3109
1,1,1,1,1,1.1212,1,1,1,1,52.493,143.18,281.89,464.23,-0.62591,0.33606,0.33205,-0.62052,-0.49028,0.50344,-0.50854,0.49755,-0.7202,0.022836,0.035898,-0.69246,0.3066,0.62602,-0.64283,-0.31759
1,1,1,1,1,0.70965,1,1,1,1,49.516,141.85,273.13,454.8,-0.6168,0.32797,0.34342,-0.62774,-0.50386,0.51454,-0.50258,0.47832,-0.68016,0.084286,0.07919,-0.72389,0.33317,0.64213,-0.61642,-0.31097
1,1,1,1,1,1.0349,1,1,1,1,52.017,142.96,280.42,462.6,-0.62487,0.33431,0.33363,-0.62166,-0.49229,0.50567,-0.50738,0.49448,-0.71379,0.035041,0.043813,-0.69811,0.31124,0.62913,-0.63816,-0.31635
1,1,1,1,1,1.2526,1,1,1,1,53.108,143.46,283.87,466.46,-0.62544,0.34026,0.33109,-0.61922,-0.48709,0.50133,-0.50957,0.50175,-0.72871,0.0051746,0.02504,-0.68434,0.30006,0.62167,-0.64918,-0.31947
1,1,1,1,1,0.61052,1,1,1,1,48.283,141.37,270.12,451.69,-0.61837,0.31999,0.34422,-0.62987,-0.50853,0.51814,-0.50054,0.47157,-0.66747,0.09705,0.089576,-0.73283,0.34285,0.64566,-0.60887,-0.30798
1,1,1,1,1,1.4259,1,1,1,1,53.846,143.78,286.09,469.03,-0.62782,0.34212,0.32829,-0.61728,-0.4836,0.49898,-0.51077,0.50622,-0.74027,-0.024617,0.0074837,-0.67182,0.29288,0.61625,-0.65664,-0.32137
1,1,1,1,1,0.9256,1,1,1,1,51.32,142.65,278.31,460.3,-0.62059,0.33452,0.33768,-0.62364,-0.49601,0.50778,-0.5062,0.48979,-0.70341,0.053249,0.056107,-0.70657,0.31738,0.63349,-0.63144,-0.31503
1,1,1,1,1,0.94981,1,1,1,1,51.509,142.72,278.8,460.84,-0.62296,0.33316,0.33591,-0.62297,-0.49517,0.50731,-0.50649,0.49082,-0.70561,0.049743,0.053887,-0.7048,0.31612,0.63241,-0.63307,-0.31519
1,1,1,1,1,1.0951,1,1,1,1,52.393,143.11,281.46,463.75,-0.62375,0.33752,0.33377,-0.62098,-0.49132,0.50404,-0.50812,0.49636,-0.71783,0.029611,0.040873,-0.69439,0.30757,0.62715,-0.64125,-0.31761
1,1,1,1,1,1.4392,1,1,1,1,53.88,143.81,286.24,469.21,-0.62849,0.34169,0.32774,-0.61712,-0.4833,0.49881,-0.51086,0.50659,-0.74022,-0.026287,0.0061448,-0.67182,0.2925,0.61579,-0.65723,-0.32138
1,1,1,1,1,1.141,1,1,1,1,52.569,143.22,282.21,464.59,-0.62566,0.33687,0.33196,-0.62038,-0.4895,0.50316,-0.50876,0.49838,-0.72199,0.019738,0.034057,-0.69079,0.30555,0.62534,-0.64383,-0.3179
1,1,1,1,1,0.31171,1,1,1,1,42.59,139.04,256.9,438.68,-0.60485,0.30335,0.36167,-0.64135,-0.53122,0.53539,-0.48955,0.43762,-0.60925,0.14665,0.14559,-0.76557,0.378,0.65181,-0.58416,-0.30171
1,1,1,1,1,0.96089,1,1,1,1,51.549,142.75,279.02,461.07,-0.62398,0.33249,0.33506,-0.62276,-0.49456,0.50708,-0.50669,0.49148,-0.70741,0.045409,0.050647,-0.70352,0.31563,0.63188,-0.63385,-0.31518
1,1,1,1,1,1.1324,1,1,1,1,52.531,143.2,282.07,464.43,-0.62606,0.33621,0.3318,-0.62041,-0.48982,0.50326,-0.50868,0.49804,-0.72048,0.022435,0.035721,-0.69219,0.30605,0.62561,-0.64343,-0.31773
1,1,1,1,1,0.5935,1,1,1,1,48.173,141.28,269.56,451.1,-0.61474,0.32253,0.34705,-0.63057,-0.51017,0.5188,-0.49994,0.46972,-0.66474,0.10205,0.094176,-0.73405,0.34393,0.64665,-0.60711,-0.30818
1,1,1,1,1,1.0271,1,1,1,1,51.991,142.94,280.28,462.44,-0.62428,0.33467,0.33413,-0.62179,-0.4925,0.50594,-0.50724,0.49414,-0.71261,0.038245,0.046317,-0.69898,0.31157,0.62948,-0.63765,-0.31635
1,1,1,1,1,0.74504,1,1,1,1,49.802,142,274.09,455.81,-0.61932,0.32729,0.34107,-0.62689,-0.50201,0.51344,-0.50322,0.48077,-0.68457,0.077913,0.073725,-0.72101,0.3306,0.64051,-0.61929,-0.31135
1,1,1,1,1,0.67945,1,1,1,1,49.17,141.71,272.26,453.9,-0.61853,0.32438,0.34284,-0.62822,-0.50556,0.51525,-0.50206,0.47631,-0.67653,0.088352,0.082012,-0.72648,0.33626,0.64307,-0.61436,-0.30977
1,1,1,1,1,1.1245,1,1,1,1,52.503,143.18,281.94,464.29,-0.62602,0.33604,0.33193,-0.62048,-0.49014,0.50339,-0.50858,0.4977,-0.72006,0.022809,0.035854,-0.69261,0.30645,0.62589,-0.64301,-0.31762
1,1,1,1,1,0.47789,1,1,1,1,46.329,140.55,265.16,446.67,-0.6122,0.31543,0.35133,-0.63425,-0.51677,0.52491,-0.49636,0.45939,-0.64498,0.11989,0.11152,-0.74645,0.35709,0.6503,-0.59724,-0.30479
1,1,1,1,1,1.0703,1,1,1,1,52.211,143.05,281.04,463.28,-0.62292,0.33743,0.33446,-0.62148,-0.49165,0.50456,-0.5079,0.49572,-0.71578,0.03202,0.041886,-0.69633,0.30896,0.62802,-0.63995,-0.31719
1,1,1,1,1,0.82709,1,1,1,1,50.582,142.32,276.14,457.97,-0.62141,0.32944,0.33855,-0.62507,-0.49907,0.51081,-0.50467,0.48509,-0.69433,0.065598,0.06493,-0.71371,0.32445,0.63716,-0.62518,-0.3129
1,1,1,1,1,0.99327,1,1,1,1,51.758,142.85,279.65,461.76,-0.62179,0.33593,0.33605,-0.62257,-0.49319,0.50659,-0.50701,0.49302,-0.70925,0.042866,0.049335,-0.70192,0.31329,0.63087,-0.63556,-0.31608
1,1,1,1,1,0.7285,1,1,1,1,49.658,141.93,273.65,455.34,-0.62018,0.32559,0.34087,-0.62704,-0.50281,0.51412,-0.50284,0.47959,-0.68254,0.080426,0.07583,-0.72244,0.33219,0.64104,-0.61818,-0.31075
1,1,1,1,1,1.0389,1,1,1,1,52.029,142.97,280.49,462.68,-0.62506,0.33423,0.33345,-0.62161,-0.49219,0.50553,-0.50745,0.49466,-0.7138,0.034442,0.043262,-0.69817,0.31104,0.62897,-0.6384,-0.31638
1,1,1,1,1,0.95505,1,1,1,1,51.529,142.74,278.91,460.95,-0.62351,0.33278,0.33546,-0.62286,-0.49488,0.50719,-0.50659,0.49114,-0.70668,0.047687,0.052404,-0.70398,0.3159,0.63215,-0.63345,-0.31517
1,1,1,1,1,1.4156,1,1,1,1,53.812,143.77,285.97,468.88,-0.62712,0.34261,0.32882,-0.61742,-0.48383,0.4991,-0.51072,0.50594,-0.74025,-0.021331,0.0099846,-0.67192,0.29317,0.61662,-0.65616,-0.32137
1,1,1,1,1,0.96986,1,1,1,1,51.584,142.78,279.2,461.27,-0.62428,0.3325,0.33472,-0.62264,-0.4941,0.50692,-0.50681,0.49197,-0.70735,0.045045,0.050307,-0.70363,0.31512,0.63152,-0.63441,-0.31529
1,1,1,1,1,1.5932,1,1,1,1,54.373,144.04,287.86,471.17,-0.62977,0.3434,0.32587,-0.61585,-0.4813,0.49618,-0.51204,0.50988,-0.75235,-0.07275,-0.02494,-0.65425,0.28711,0.61142,-0.66302,-0.32272
1,1,1,1,1,1.1014,1,1,1,1,52.426,143.13,281.57,463.87,-0.62444,0.33701,0.33326,-0.62084,-0.4911,0.50388,-0.50822,0.49663,-0.71796,0.029332,0.040659,-0.69428,0.30734,0.62687,-0.64165,-0.31759
1,1,1,1,1,1.1715,1,1,1,1,52.767,143.29,282.68,465.12,-0.6236,0.33998,0.33307,-0.62017,-0.48869,0.50293,-0.50887,0.4993,-0.72392,0.018137,0.034109,-0.6888,0.30364,0.62451,-0.64515,-0.31871
1,1,1,1,1,1.0228,1,1,1,1,51.974,142.93,280.2,462.36,-0.62386,0.33497,0.33446,-0.62188,-0.49262,0.50607,-0.50718,0.49395,-0.71176,0.03971,0.047409,-0.69969,0.31173,0.62968,-0.63737,-0.31637
1,1,1,1,1,0.81858,1,1,1,1,50.536,142.29,275.94,457.76,-0.62009,0.3304,0.33956,-0.62532,-0.49962,0.51099,-0.50451,0.48449,-0.69268,0.068495,0.067143,-0.71484,0.3248,0.63764,-0.62445,-0.31301
1,1,1,1,1,1.3127,1,1,1,1,53.402,143.58,284.69,467.4,-0.62731,0.33996,0.32946,-0.61835,-0.48624,0.50007,-0.51015,0.50324,-0.7335,-0.0052478,0.018624,-0.67941,0.29753,0.61968,-0.65194,-0.32008
1,1,1,1,1,1.0463,1,1,1,1,52.057,142.99,280.62,462.82,-0.62517,0.33434,0.33328,-0.62154,-0.49201,0.50527,-0.50758,0.49497,-0.71382,0.034566,0.043295,-0.69813,0.31064,0.62869,-0.63882,-0.31648
