k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,Phi11,Phi12,Phi13,Phi14,Phi21,Phi22,Phi23,Phi24,Phi31,Phi32,Phi33,Phi34,Phi41,Phi42,Phi43,Phi44
0.98204,1,1,1,1,1,1,1,1,1,51.82,142.86,279.74,461.77,-0.62156,0.33646,0.33617,-0.62245,-0.4931,0.50648,-0.50703,0.49321,-0.7098,0.042445,0.049941,-0.70135,0.31235,0.63114,-0.63562,-0.31637
0.96675,1,1,1,1,1,1,1,1,1,51.819,142.85,279.71,461.65,-0.62157,0.33646,0.33616,-0.62245,-0.49313,0.50644,-0.50704,0.49321,-0.7097,0.04175,0.049935,-0.70149,0.31195,0.63154,-0.63538,-0.31645
0.76291,1,1,1,1,1,1,1,1,1,51.811,142.76,279.17,459.76,-0.62168,0.33647,0.33607,-0.62238,-0.49388,0.50573,-0.50716,0.49305,-0.70974,0.030426,0.050334,-0.70201,0.30495,0.63834,-0.6313,-0.31779
1.3313,1,1,1,1,1,1,1,1,1,51.828,142.95,280.3,463.69,-0.62144,0.33644,0.33626,-0.62254,-0.49278,0.50691,-0.50696,0.49316,-0.71036,0.052385,0.047877,-0.70025,0.31887,0.62414,-0.6399,-0.31511
1.14,1,1,1,1,1,1,1,1,1,51.824,142.91,280.03,462.77,-0.6215,0.33645,0.33622,-0.62249,-0.49288,0.50675,-0.50698,0.49321,-0.71027,0.04662,0.048158,-0.70073,0.31582,0.6275,-0.63783,-0.3157
1.1263,1,1,1,1,1,1,1,1,1,51.824,142.9,280.01,462.69,-0.6215,0.33645,0.33621,-0.62249,-0.49289,0.50673,-0.50698,0.49321,-0.7104,0.046079,0.048168,-0.70064,0.31556,0.62778,-0.63766,-0.31575
1.0168,1,1,1,1,1,1,1,1,1,51.821,142.87,279.81,462.01,-0.62154,0.33646,0.33618,-0.62246,-0.49303,0.50656,-0.50701,0.49321,-0.7102,0.043474,0.04961,-0.7009,0.31321,0.63025,-0.63616,-0.3162
0.72514,1,1,1,1,1,1,1,1,1,51.809,142.74,279.04,459.31,-0.62171,0.33647,0.33605,-0.62236,-0.49409,0.50556,-0.50718,0.493,-0.71058,0.02667,0.049751,-0.70135,0.30318,0.63997,-0.63034,-0.31812
0.98117,1,1,1,1,1,1,1,1,1,51.82,142.86,279.74,461.76,-0.62156,0.33646,0.33617,-0.62245,-0.4931,0.50648,-0.50703,0.49321,-0.70979,0.04241,0.049943,-0.70136,0.31233,0.63116,-0.63561,-0.31637
0.93749,1,1,1,1,1,1,1,1,1,51.818,142.84,279.64,461.43,-0.62158,0.33647,0.33615,-0.62244,-0.4932,0.50637,-0.50705,0.4932,-0.70976,0.039995,0.04969,-0.70155,0.31114,0.63235,-0.63489,-0.3166
1.2044,1,1,1,1,1,1,1,1,1,51.826,142.92,280.13,463.11,-0.62148,0.33645,0.33623,-0.62251,-0.49283,0.50682,-0.50696,0.4932,-0.7098,0.049339,0.048404,-0.701,0.31696,0.62627,-0.63859,-0.31548
0.8728,1,1,1,1,1,1,1,1,1,51.816,142.82,279.49,460.88,-0.62161,0.33647,0.33613,-0.62242,-0.4934,0.50617,-0.50709,0.49316,-0.7106,0.035934,0.049438,-0.70093,0.30916,0.63432,-0.6337,-0.31698
1.044,1,1,1,1,1,1,1,1,1,51.822,142.88,279.86,462.19,-0.62153,0.33646,0.33619,-0.62247,-0.49298,0.50661,-0.507,0.49322,-0.7105,0.043967,0.049142,-0.7006,0.31384,0.6296,-0.63656,-0.31608
1.0366,1,1,1,1,1,1,1,1,1,51.821,142.88,279.85,462.14,-0.62154,0.33646,0.33619,-0.62247,-0.493,0.50659,-0.50701,0.49322,-0.71043,0.043842,0.049277,-0.70067,0.31367,0.62977,-0.63645,-0.31611
1.712,1,1,1,1,1,1,1,1,1,51.834,143.02,280.67,464.98,-0.62136,0.33641,0.33633,-0.6226,-0.49273,0.50703,-0.50699,0.49305,-0.70987,0.05955,0.046554,-0.70027,0.32283,0.61946,-0.64284,-0.31433
1.0079,1,1,1,1,1,1,1,1,1,51.82,142.87,279.79,461.95,-0.62155,0.33646,0.33618,-0.62246,-0.49304,0.50654,-0.50702,0.49321,-0.71009,0.04327,0.049734,-0.70102,0.313,0.63047,-0.63602,-0.31624
1.1009,1,1,1,1,1,1,1,1,1,51.823,142.9,279.96,462.54,-0.62151,0.33646,0.33621,-0.62248,-0.49291,0.5067,-0.50699,0.49321,-0.71058,0.045212,0.048304,-0.7005,0.31506,0.62832,-0.63734,-0.31585
1.4314,1,1,1,1,1,1,1,1,1,51.83,142.97,280.41,464.09,-0.62141,0.33643,0.33628,-0.62255,-0.49277,0.50695,-0.50696,0.49313,-0.71063,0.053615,0.046807,-0.69996,0.32012,0.6227,-0.6408,-0.31486
1.4053,1,1,1,1,1,1,1,1,1,51.83,142.97,280.38,463.99,-0.62142,0.33643,0.33628,-0.62255,-0.49277,0.50694,-0.50696,0.49314,-0.71065,0.053232,0.047037,-0.69995,0.31981,0.62306,-0.64057,-0.31492
1.0958,1,1,1,1,1,1,1,1,1,51.823,142.89,279.95,462.51,-0.62151,0.33646,0.33621,-0.62248,-0.49292,0.50669,-0.50699,0.49321,-0.71061,0.045063,0.048351,-0.70048,0.31495,0.62843,-0.63727,-0.31587
0.55901,1,1,1,1,1,1,1,1,1,51.797,142.62,278.28,456.64,-0.62189,0.33645,0.33591,-0.62227,-0.49496,0.50486,-0.50716,0.49286,-0.70954,0.011237,0.049702,-0.70282,0.29229,0.6494,-0.62476,-0.32018
1.1166,1,1,1,1,1,1,1,1,1,51.824,142.9,279.99,462.64,-0.62151,0.33645,0.33621,-0.62249,-0.4929,0.50672,-0.50698,0.49321,-0.71048,0.045726,0.0482,-0.70058,0.31537,0.62798,-0.63754,-0.31579
0.5558,1,1,1,1,1,1,1,1,1,51.797,142.62,278.26,456.57,-0.6219,0.33645,0.33591,-0.62226,-0.49497,0.50485,-0.50716,0.49286,-0.70956,0.010575,0.049464,-0.70283,0.29201,0.64963,-0.62463,-0.32024
0.99367,1,1,1,1,1,1,1,1,1,51.82,142.86,279.76,461.85,-0.62155,0.33646,0.33617,-0.62246,-0.49307,0.50651,-0.50703,0.49321,-0.70992,0.042866,0.04988,-0.70121,0.31264,0.63083,-0.63581,-0.31631
1.3294,1,1,1,1,1,1,1,1,1,51.828,142.95,280.29,463.68,-0.62144,0.33644,0.33626,-0.62254,-0.49278,0.5069,-0.50696,0.49316,-0.71035,0.052362,0.047899,-0.70027,0.31884,0.62417,-0.63988,-0.31511
1.2076,1,1,1,1,1,1,1,1,1,51.826,142.92,280.13,463.12,-0.62147,0.33645,0.33624,-0.62251,-0.49283,0.50682,-0.50696,0.49319,-0.70979,0.049465,0.048417,-0.701,0.31701,0.62621,-0.63863,-0.31547
1.3097,1,1,1,1,1,1,1,1,1,51.828,142.95,280.27,463.6,-0.62144,0.33644,0.33626,-0.62253,-0.49279,0.50689,-0.50696,0.49317,-0.71021,0.052105,0.048108,-0.70041,0.31857,0.62448,-0.63969,-0.31516
1.6974,1,1,1,1,1,1,1,1,1,51.834,143.01,280.66,464.94,-0.62136,0.33641,0.33633,-0.6226,-0.49273,0.50702,-0.50699,0.49306,-0.70983,0.059334,0.046588,-0.70032,0.32271,0.61961,-0.64275,-0.31435
1.3181,1,1,1,1,1,1,1,1,1,51.828,142.95,280.28,463.64,-0.62144,0.33644,0.33626,-0.62253,-0.49279,0.5069,-0.50696,0.49316,-0.71027,0.052221,0.048022,-0.70035,0.31869,0.62435,-0.63978,-0.31514
0.67012,1,1,1,1,1,1,1,1,1,51.806,142.71,278.83,458.56,-0.62176,0.33646,0.33601,-0.62234,-0.49441,0.5053,-0.5072,0.49293,-0.70985,0.023939,0.051011,-0.7021,0.30022,0.64263,-0.62876,-0.31868
1.2319,1,1,1,1,1,1,1,1,1,51.826,142.93,280.17,463.24,-0.62147,0.33645,0.33624,-0.62251,-0.49282,0.50684,-0.50696,0.49319,-0.70978,0.050337,0.048477,-0.70095,0.31741,0.62578,-0.63889,-0.31539
1.1282,1,1,1,1,1,1,1,1,1,51.824,142.9,280.01,462.7,-0.6215,0.33645,0.33621,-0.62249,-0.49289,0.50673,-0.50698,0.49321,-0.71038,0.046152,0.048164,-0.70065,0.3156,0.62774,-0.63769,-0.31574
0.67661,1,1,1,1,1,1,1,1,1,51.806,142.71,278.85,458.65,-0.62176,0.33646,0.33602,-0.62234,-0.49437,0.50533,-0.5072,0.49294,-0.71004,0.024358,0.050951,-0.7019,0.3006,0.6423,-0.62896,-0.31861
1.2283,1,1,1,1,1,1,1,1,1,51.826,142.93,280.16,463.23,-0.62147,0.33645,0.33624,-0.62251,-0.49282,0.50684,-0.50696,0.49319,-0.70978,0.050218,0.048472,-0.70096,0.31735,0.62584,-0.63886,-0.3154
0.66577,1,1,1,1,1,1,1,1,1,51.805,142.71,278.81,458.5,-0.62177,0.33646,0.33601,-0.62233,-0.49443,0.50528,-0.5072,0.49293,-0.70974,0.023589,0.051001,-0.70222,0.29996,0.64286,-0.62862,-0.31873
0.63134,1,1,1,1,1,1,1,1,1,51.803,142.68,278.66,457.96,-0.6218,0.33646,0.33598,-0.62231,-0.49463,0.50512,-0.5072,0.49289,-0.71002,0.018858,0.049726,-0.70217,0.2978,0.64475,-0.6275,-0.31914
1.2855,1,1,1,1,1,1,1,1,1,51.827,142.94,280.24,463.49,-0.62145,0.33644,0.33625,-0.62253,-0.4928,0.50688,-0.50696,0.49317,-0.71003,0.051709,0.048313,-0.70061,0.31822,0.62487,-0.63945,-0.31523
1.4574,1,1,1,1,1,1,1,1,1,51.831,142.98,280.44,464.18,-0.62141,0.33643,0.33629,-0.62256,-0.49276,0.50696,-0.50696,0.49312,-0.71055,0.054071,0.046639,-0.70001,0.32042,0.62236,-0.64101,-0.3148
0.78003,1,1,1,1,1,1,1,1,1,51.812,142.77,279.22,459.96,-0.62167,0.33647,0.33608,-0.62238,-0.4938,0.50581,-0.50715,0.49307,-0.70961,0.032097,0.05071,-0.70203,0.30569,0.63765,-0.63172,-0.31765
0.73929,1,1,1,1,1,1,1,1,1,51.81,142.75,279.09,459.48,-0.6217,0.33647,0.33606,-0.62237,-0.49401,0.50562,-0.50718,0.49302,-0.71026,0.027921,0.049814,-0.70162,0.30387,0.63934,-0.63071,-0.31799
1.0492,1,1,1,1,1,1,1,1,1,51.822,142.88,279.87,462.23,-0.62153,0.33646,0.33619,-0.62247,-0.49298,0.50662,-0.507,0.49322,-0.71054,0.044055,0.049046,-0.70056,0.31396,0.62947,-0.63663,-0.31606
1.3901,1,1,1,1,1,1,1,1,1,51.829,142.96,280.37,463.93,-0.62142,0.33643,0.33628,-0.62255,-0.49277,0.50693,-0.50696,0.49314,-0.71063,0.05304,0.047194,-0.69998,0.31963,0.62328,-0.64044,-0.31496
0.9007,1,1,1,1,1,1,1,1,1,51.817,142.83,279.56,461.13,-0.6216,0.33647,0.33614,-0.62243,-0.49331,0.50626,-0.50708,0.49318,-0.71025,0.037468,0.04933,-0.70121,0.31005,0.63344,-0.63423,-0.31681
1.5148,1,1,1,1,1,1,1,1,1,51.831,142.99,280.5,464.38,-0.62139,0.33642,0.3363,-0.62257,-0.49276,0.50698,-0.50697,0.4931,-0.71027,0.05532,0.046484,-0.70021,0.32104,0.62163,-0.64147,-0.31468
0.65866,1,1,1,1,1,1,1,1,1,51.805,142.7,278.78,458.39,-0.62177,0.33646,0.336,-0.62233,-0.49448,0.50524,-0.5072,0.49292,-0.70961,0.022878,0.050892,-0.70238,0.29953,0.64323,-0.6284,-0.31881
1.5802,1,1,1,1,1,1,1,1,1,51.832,143,280.56,464.59,-0.62138,0.33642,0.33631,-0.62258,-0.49275,0.50699,-0.50697,0.49309,-0.70994,0.056933,0.046543,-0.70041,0.32168,0.62086,-0.64195,-0.31456
1.0262,1,1,1,1,1,1,1,1,1,51.821,142.87,279.83,462.07,-0.62154,0.33646,0.33618,-0.62246,-0.49301,0.50657,-0.50701,0.49322,-0.71032,0.043659,0.04946,-0.70078,0.31343,0.63002,-0.6363,-0.31616
1.317,1,1,1,1,1,1,1,1,1,51.828,142.95,280.28,463.63,-0.62144,0.33644,0.33626,-0.62253,-0.49279,0.5069,-0.50696,0.49316,-0.71026,0.052206,0.048034,-0.70036,0.31867,0.62437,-0.63976,-0.31514
1.0014,1,1,1,1,1,1,1,1,1,51.82,142.86,279.78,461.9,-0.62155,0.33646,0.33618,-0.62246,-0.49306,0.50652,-0.50702,0.49321,-0.71001,0.043099,0.04981,-0.70111,0.31284,0.63064,-0.63593,-0.31628
1.4811,1,1,1,1,1,1,1,1,1,51.831,142.98,280.46,464.27,-0.6214,0.33643,0.33629,-0.62256,-0.49276,0.50697,-0.50696,0.49311,-0.71045,0.054551,0.046542,-0.70009,0.32068,0.62205,-0.64121,-0.31475
0.96138,1,1,1,1,1,1,1,1,1,51.819,142.85,279.7,461.61,-0.62157,0.33646,0.33616,-0.62245,-0.49314,0.50643,-0.50704,0.4932,-0.70969,0.041467,0.04991,-0.70152,0.3118,0.63169,-0.63529,-0.31647
0.86918,1,1,1,1,1,1,1,1,1,51.816,142.81,279.48,460.85,-0.62162,0.33647,0.33612,-0.62242,-0.49341,0.50616,-0.5071,0.49316,-0.71063,0.035781,0.049488,-0.70091,0.30904,0.63444,-0.63363,-0.31701
0.8641,1,1,1,1,1,1,1,1,1,51.815,142.81,279.46,460.8,-0.62162,0.33647,0.33612,-0.62241,-0.49343,0.50614,-0.5071,0.49315,-0.71065,0.035584,0.049571,-0.7009,0.30887,0.63461,-0.63353,-0.31704
1.3444,1,1,1,1,1,1,1,1,1,51.829,142.95,280.31,463.75,-0.62143,0.33644,0.33627,-0.62254,-0.49278,0.50691,-0.50696,0.49315,-0.71044,0.052533,0.047726,-0.70017,0.31904,0.62395,-0.64003,-0.31507
0.58463,1,1,1,1,1,1,1,1,1,51.8,142.64,278.42,457.14,-0.62186,0.33645,0.33594,-0.62229,-0.49486,0.50494,-0.50718,0.49286,-0.71041,0.014228,0.050009,-0.70186,0.29441,0.64764,-0.6258,-0.31978
0.85941,1,1,1,1,1,1,1,1,1,51.815,142.81,279.45,460.76,-0.62162,0.33647,0.33612,-0.62241,-0.49345,0.50612,-0.5071,0.49315,-0.71065,0.03542,0.049661,-0.7009,0.30871,0.63476,-0.63344,-0.31707
0.91519,1,1,1,1,1,1,1,1,1,51.817,142.83,279.59,461.25,-0.62159,0.33647,0.33614,-0.62243,-0.49326,0.5063,-0.50707,0.49318,-0.71003,0.038445,0.049436,-0.70138,0.31049,0.633,-0.6345,-0.31673
1.0211,1,1,1,1,1,1,1,1,1,51.821,142.87,279.82,462.04,-0.62154,0.33646,0.33618,-0.62246,-0.49302,0.50656,-0.50701,0.49322,-0.71026,0.043562,0.049543,-0.70084,0.31331,0.63014,-0.63622,-0.31618
0.80653,1,1,1,1,1,1,1,1,1,51.813,142.79,279.3,460.24,-0.62165,0.33647,0.3361,-0.62239,-0.49367,0.50592,-0.50714,0.4931,-0.70991,0.03384,0.050804,-0.70164,0.30677,0.63663,-0.63232,-0.31744
0.84466,1,1,1,1,1,1,1,1,1,51.815,142.8,279.41,460.62,-0.62163,0.33647,0.33611,-0.62241,-0.49351,0.50607,-0.50711,0.49314,-0.71057,0.034992,0.050002,-0.70097,0.30819,0.63526,-0.63314,-0.31717
0.78445,1,1,1,1,1,1,1,1,1,51.812,142.78,279.24,460.01,-0.62167,0.33647,0.33608,-0.62239,-0.49377,0.50583,-0.50715,0.49308,-0.70963,0.032466,0.050774,-0.702,0.30587,0.63747,-0.63182,-0.31761
0.99242,1,1,1,1,1,1,1,1,1,51.82,142.86,279.76,461.84,-0.62155,0.33646,0.33617,-0.62245,-0.49307,0.5065,-0.50703,0.49321,-0.7099,0.042825,0.049889,-0.70122,0.31261,0.63087,-0.63579,-0.31632
0.77091,1,1,1,1,1,1,1,1,1,51.811,142.77,279.19,459.86,-0.62168,0.33647,0.33608,-0.62238,-0.49384,0.50577,-0.50716,0.49306,-0.70964,0.031248,0.050529,-0.70205,0.3053,0.63801,-0.6315,-0.31772
1.2599,1,1,1,1,1,1,1,1,1,51.827,142.94,280.2,463.38,-0.62146,0.33644,0.33625,-0.62252,-0.49281,0.50686,-0.50696,0.49318,-0.70987,0.051149,0.048446,-0.7008,0.31784,0.62529,-0.63919,-0.31531
1.1454,1,1,1,1,1,1,1,1,1,51.824,142.91,280.04,462.8,-0.62149,0.33645,0.33622,-0.6225,-0.49287,0.50676,-0.50697,0.49321,-0.71022,0.046842,0.048165,-0.70077,0.31592,0.6274,-0.6379,-0.31568
0.95279,1,1,1,1,1,1,1,1,1,51.819,142.85,279.68,461.55,-0.62157,0.33647,0.33616,-0.62244,-0.49316,0.50641,-0.50705,0.4932,-0.70969,0.040974,0.049848,-0.70156,0.31157,0.63192,-0.63515,-0.31652
0.60927,1,1,1,1,1,1,1,1,1,51.801,142.66,278.55,457.59,-0.62183,0.33646,0.33596,-0.6223,-0.49475,0.50503,-0.5072,0.49287,-0.71077,0.015842,0.049237,-0.70152,0.29627,0.64607,-0.62673,-0.31943
1.3653,1,1,1,1,1,1,1,1,1,51.829,142.96,280.34,463.83,-0.62143,0.33644,0.33627,-0.62254,-0.49278,0.50692,-0.50696,0.49315,-0.71055,0.05276,0.047477,-0.70006,0.31932,0.62363,-0.64022,-0.31502
1.166,1,1,1,1,1,1,1,1,1,51.825,142.91,280.07,462.91,-0.62149,0.33645,0.33622,-0.6225,-0.49286,0.50678,-0.50697,0.4932,-0.71003,0.047723,0.048228,-0.70089,0.3163,0.62699,-0.63815,-0.31561
0.75097,1,1,1,1,1,1,1,1,1,51.81,142.76,279.13,459.62,-0.62169,0.33647,0.33607,-0.62237,-0.49395,0.50568,-0.50717,0.49304,-0.70997,0.02914,0.050035,-0.70184,0.30441,0.63884,-0.63101,-0.31789
0.50707,1,1,1,1,1,1,1,1,1,51.792,142.57,277.95,455.47,-0.62198,0.33644,0.33584,-0.62222,-0.49506,0.50475,-0.50712,0.49292,-0.71043,0.0021751,0.048014,-0.70212,0.28727,0.65344,-0.62238,-0.32113
0.88749,1,1,1,1,1,1,1,1,1,51.816,142.82,279.52,461.01,-0.62161,0.33647,0.33613,-0.62242,-0.49335,0.50622,-0.50708,0.49317,-0.71045,0.036669,0.049322,-0.70106,0.30964,0.63385,-0.63399,-0.31689
0.69026,1,1,1,1,1,1,1,1,1,51.807,142.72,278.91,458.85,-0.62174,0.33646,0.33603,-0.62235,-0.49429,0.50539,-0.5072,0.49296,-0.71044,0.024958,0.050608,-0.70149,0.30136,0.64161,-0.62936,-0.31847
0.9993,1,1,1,1,1,1,1,1,1,51.82,142.86,279.77,461.89,-0.62155,0.33646,0.33617,-0.62246,-0.49306,0.50652,-0.50702,0.49321,-0.70998,0.043039,0.049831,-0.70113,0.31278,0.63069,-0.63589,-0.31629
0.97297,1,1,1,1,1,1,1,1,1,51.819,142.85,279.72,461.7,-0.62156,0.33646,0.33617,-0.62245,-0.49311,0.50646,-0.50704,0.49321,-0.70973,0.042053,0.049949,-0.70144,0.31211,0.63138,-0.63548,-0.31642
1.4447,1,1,1,1,1,1,1,1,1,51.83,142.97,280.43,464.14,-0.62141,0.33643,0.33629,-0.62256,-0.49276,0.50695,-0.50696,0.49312,-0.71059,0.053838,0.046713,-0.69998,0.32028,0.62253,-0.64091,-0.31483
1.7787,1,1,1,1,1,1,1,1,1,51.835,143.03,280.73,465.15,-0.62135,0.33641,0.33634,-0.62261,-0.49272,0.50704,-0.507,0.49304,-0.71008,0.060306,0.04628,-0.7,0.32334,0.61882,-0.64325,-0.31423
0.70429,1,1,1,1,1,1,1,1,1,51.808,142.73,278.96,459.04,-0.62173,0.33646,0.33604,-0.62235,-0.49421,0.50546,-0.50719,0.49298,-0.71069,0.025472,0.050151,-0.70126,0.30212,0.64093,-0.62976,-0.31832
0.79128,1,1,1,1,1,1,1,1,1,51.812,142.78,279.26,460.08,-0.62166,0.33647,0.33609,-0.62239,-0.49374,0.50585,-0.50715,0.49309,-0.70968,0.032973,0.050836,-0.70191,0.30615,0.63721,-0.63198,-0.31756
0.93186,1,1,1,1,1,1,1,1,1,51.818,142.84,279.63,461.38,-0.62158,0.33647,0.33615,-0.62244,-0.49322,0.50635,-0.50706,0.49319,-0.70982,0.039611,0.049624,-0.70152,0.31098,0.63252,-0.63479,-0.31663
1.0456,1,1,1,1,1,1,1,1,1,51.822,142.88,279.86,462.2,-0.62153,0.33646,0.33619,-0.62247,-0.49298,0.50661,-0.507,0.49322,-0.71052,0.043995,0.049112,-0.70059,0.31388,0.62956,-0.63658,-0.31607
1.0412,1,1,1,1,1,1,1,1,1,51.821,142.88,279.86,462.17,-0.62153,0.33646,0.33619,-0.62247,-0.49299,0.5066,-0.50701,0.49322,-0.71048,0.043921,0.049193,-0.70062,0.31378,0.62966,-0.63652,-0.31609
1.1096,1,1,1,1,1,1,1,1,1,51.823,142.9,279.98,462.6,-0.62151,0.33646,0.33621,-0.62249,-0.4929,0.50671,-0.50698,0.49321,-0.71053,0.045486,0.048239,-0.70054,0.31523,0.62813,-0.63745,-0.31581
0.53785,1,1,1,1,1,1,1,1,1,51.795,142.6,278.15,456.19,-0.62193,0.33644,0.33588,-0.62225,-0.49502,0.50481,-0.50715,0.49287,-0.71032,0.0063324,0.04792,-0.70221,0.29037,0.65096,-0.62384,-0.32054
0.85379,1,1,1,1,1,1,1,1,1,51.815,142.81,279.44,460.71,-0.62163,0.33647,0.33612,-0.62241,-0.49347,0.5061,-0.50711,0.49315,-0.71064,0.035243,0.049782,-0.70091,0.30851,0.63495,-0.63333,-0.31711
1.0697,1,1,1,1,1,1,1,1,1,51.822,142.89,279.91,462.36,-0.62152,0.33646,0.3362,-0.62248,-0.49295,0.50665,-0.50699,0.49322,-0.71064,0.044433,0.048692,-0.70046,0.31441,0.629,-0.63692,-0.31597
1.421,1,1,1,1,1,1,1,1,1,51.83,142.97,280.4,464.05,-0.62142,0.33643,0.33628,-0.62255,-0.49277,0.50695,-0.50696,0.49313,-0.71064,0.053454,0.046891,-0.69995,0.32,0.62285,-0.64071,-0.31488
1.3014,1,1,1,1,1,1,1,1,1,51.828,142.95,280.26,463.56,-0.62145,0.33644,0.33626,-0.62253,-0.49279,0.50689,-0.50696,0.49317,-0.71014,0.051982,0.048186,-0.70048,0.31845,0.62461,-0.63961,-0.31519
0.82757,1,1,1,1,1,1,1,1,1,51.814,142.8,279.36,460.46,-0.62164,0.33647,0.33611,-0.6224,-0.49358,0.506,-0.50712,0.49312,-0.71032,0.034565,0.050432,-0.70121,0.30757,0.63586,-0.63278,-0.31729
0.84115,1,1,1,1,1,1,1,1,1,51.814,142.8,279.4,460.59,-0.62163,0.33647,0.33611,-0.62241,-0.49352,0.50606,-0.50711,0.49313,-0.71053,0.034904,0.050091,-0.70101,0.30807,0.63538,-0.63307,-0.31719
0.45771,1,1,1,1,1,1,1,1,1,51.787,142.51,277.57,454.14,-0.62208,0.33642,0.33576,-0.62217,-0.49505,0.50468,-0.50709,0.49304,-0.71097,-0.010595,0.043852,-0.70177,0.28135,0.65801,-0.61969,-0.32226
1.3968,1,1,1,1,1,1,1,1,1,51.83,142.97,280.37,463.96,-0.62142,0.33643,0.33628,-0.62255,-0.49277,0.50694,-0.50696,0.49314,-0.71064,0.053122,0.047123,-0.69996,0.31971,0.62318,-0.6405,-0.31494
0.70018,1,1,1,1,1,1,1,1,1,51.807,142.73,278.94,458.98,-0.62173,0.33646,0.33603,-0.62235,-0.49423,0.50544,-0.50719,0.49297,-0.71064,0.025311,0.050281,-0.7013,0.3019,0.64113,-0.62965,-0.31836
0.74516,1,1,1,1,1,1,1,1,1,51.81,142.75,279.11,459.56,-0.6217,0.33647,0.33606,-0.62237,-0.49398,0.50565,-0.50717,0.49303,-0.71012,0.02852,0.049911,-0.70173,0.30414,0.63908,-0.63086,-0.31794
1.0541,1,1,1,1,1,1,1,1,1,51.822,142.88,279.88,462.26,-0.62153,0.33646,0.33619,-0.62247,-0.49297,0.50662,-0.507,0.49322,-0.71058,0.04414,0.048957,-0.70053,0.31407,0.62936,-0.6367,-0.31604
1.5049,1,1,1,1,1,1,1,1,1,51.831,142.98,280.49,464.35,-0.6214,0.33642,0.3363,-0.62257,-0.49276,0.50697,-0.50697,0.49311,-0.71032,0.055086,0.046492,-0.70018,0.32093,0.62175,-0.64139,-0.3147
1.3452,1,1,1,1,1,1,1,1,1,51.829,142.95,280.31,463.75,-0.62143,0.33644,0.33627,-0.62254,-0.49278,0.50691,-0.50696,0.49315,-0.71045,0.052542,0.047716,-0.70016,0.31905,0.62393,-0.64003,-0.31507
0.50189,1,1,1,1,1,1,1,1,1,51.792,142.56,277.92,455.34,-0.62199,0.33644,0.33583,-0.62222,-0.49506,0.50475,-0.50711,0.49293,-0.71006,0.0016447,0.048116,-0.70249,0.28671,0.65388,-0.62212,-0.32124
0.43442,1,1,1,1,1,1,1,1,1,51.784,142.48,277.37,453.41,-0.62214,0.33641,0.33571,-0.62215,-0.49503,0.50462,-0.5071,0.49311,-0.70918,-0.015168,0.043194,-0.70354,0.27803,0.66046,-0.61824,-0.32289
0.81199,1,1,1,1,1,1,1,1,1,51.813,142.79,279.32,460.3,-0.62165,0.33647,0.3361,-0.6224,-0.49364,0.50594,-0.50713,0.49311,-0.71002,0.03407,0.050738,-0.70153,0.30698,0.63642,-0.63245,-0.3174
0.81675,1,1,1,1,1,1,1,1,1,51.813,142.79,279.33,460.35,-0.62165,0.33647,0.3361,-0.6224,-0.49362,0.50596,-0.50713,0.49311,-0.71011,0.034243,0.05066,-0.70143,0.30716,0.63625,-0.63255,-0.31736
1.0795,1,1,1,1,1,1,1,1,1,51.823,142.89,279.93,462.42,-0.62152,0.33646,0.3362,-0.62248,-0.49294,0.50667,-0.50699,0.49322,-0.71065,0.044646,0.048546,-0.70045,0.31462,0.62878,-0.63705,-0.31593
1,1.4611,1,1,1,1,1,1,1,1,51.983,144.63,286.97,477.92,-0.62024,0.33358,0.33721,-0.62475,-0.48082,0.51465,-0.50844,0.49541,-0.69283,0.15104,0.0078653,-0.70506,0.32574,0.57892,-0.67996,-0.31049
1,0.87658,1,1,1,1,1,1,1,1,51.725,142.11,276.74,455.88,-0.62379,0.33588,0.3346,-0.62137,-0.49886,0.50244,-0.50651,0.49208,-0.71926,-0.032353,0.038826,-0.6929,0.30589,0.64757,-0.62065,-0.31919
1,1.5452,1,1,1,1,1,1,1,1,51.996,144.84,287.87,480.07,-0.62007,0.33322,0.33733,-0.62505,-0.47912,0.5158,-0.5085,0.4958,-0.68996,0.16363,0.0016423,-0.70511,0.32681,0.57119,-0.6862,-0.30995
1,1.2055,1,1,1,1,1,1,1,1,51.921,143.8,283.57,470.08,-0.62064,0.33519,0.33689,-0.62366,-0.48652,0.5111,-0.50766,0.49433,-0.70201,0.10297,0.030755,-0.70402,0.32045,0.6055,-0.65783,-0.31295
1,1.1041,1,1,1,1,1,1,1,1,51.879,143.38,281.85,466.29,-0.62088,0.33595,0.33669,-0.62313,-0.48953,0.50905,-0.50734,0.49379,-0.70609,0.076321,0.04015,-0.70285,0.31716,0.61748,-0.64752,-0.3144
1,0.85241,1,1,1,1,1,1,1,1,51.704,141.94,276,454.59,-0.62451,0.33559,0.33411,-0.62108,-0.49944,0.50199,-0.50635,0.49212,-0.72138,-0.066984,0.022039,-0.68894,0.30427,0.65103,-0.61745,-0.31989
1,1.2481,1,1,1,1,1,1,1,1,51.935,143.96,284.22,471.54,-0.62058,0.33487,0.33695,-0.62387,-0.48583,0.51151,-0.50784,0.4944,-0.70047,0.11207,0.026239,-0.70434,0.32158,0.60073,-0.66189,-0.31242
