k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi15,Phi21,Phi22,Phi23,Phi24,Phi25,Phi31,Phi32,Phi33,Phi34,Phi35,Phi41,Phi42,Phi43,Phi44,Phi45,Phi51,Phi52,Phi53,Phi54,Phi55,Phi61,Phi62,Phi63,Phi64,Phi65,Phi71,Phi72,Phi73,Phi74,Phi75,Phi81,Phi82,Phi83,Phi84,Phi85,Phi91,Phi92,Phi93,Phi94,Phi95
1,1,1,1,1.3468,1,1,1,1,1,53.575,143.65,285.18,467.92,518.14,616.29,698.23,941.36,978.11,-0.54733,0.14104,0.42729,0.14267,-0.55404,-0.44335,0.46475,-0.0012476,-0.45024,0.42623,0.31039,-0.35705,0.50126,-0.38235,0.32929,-0.22042,-0.01301,-0.0089534,2.1415e-05,0.20571,-0.00014157,0.00046487,-6.4949e-05,-0.00056525,0.00020616,-0.00041571,-0.00068439,7.3717e-05,0.0030791,0.00077357,-0.1031,-0.38416,0.50039,-0.39614,-0.11017,0.0035066,0.015085,-0.0074221,-0.016662,-0.0023638,-0.0035069,-0.51203,0.022466,0.48203,0.0041065
1,1,1,1,1.0506,1,1,1,1,1,52.168,143,280.71,462.9,504.04,614.56,690.51,925.95,964.09,-0.54799,0.14045,0.43265,0.13624,-0.54897,-0.4354,0.4588,-0.00024255,-0.45426,0.43241,-0.32111,0.36889,-0.50645,0.37937,-0.32447,0.21596,0.004812,0.0015584,0.010349,-0.21371,2.8328e-05,-8.6386e-05,2.4632e-05,0.00011748,-3.6364e-05,-0.0004742,-0.00071414,-3.1034e-05,0.0027696,0.00078674,0.10955,0.38684,-0.50399,0.37589,0.11023,0.0037551,0.02064,-0.0062347,-0.023293,-0.0024343,0.0069319,0.49863,0.00053399,-0.49426,-0.0081813
1,1,1,1,0.80554,1,1,1,1,1,50.46,142.24,275.63,457.44,488.6,612.37,682.03,906.77,949.85,-0.5486,0.13965,0.43887,0.12874,-0.54297,-0.42598,0.45176,0.00074959,-0.45882,0.43958,0.33324,-0.38215,0.5114,-0.37533,0.31898,0.21098,-0.0033121,-0.0082742,0.022291,-0.22223,-0.00028553,0.00025429,-0.0001225,-0.00027553,0.00034065,0.00053401,0.00071676,-4.2078e-05,-0.0022839,-0.00074093,0.11655,0.38745,-0.50743,0.35449,0.11027,0.004027,0.023332,-0.0044003,-0.026722,-0.0025078,0.010365,0.48538,0.027006,-0.50506,-0.012633
1,1,1,1,1.0639,1,1,1,1,1,52.245,143.03,280.94,463.16,504.77,614.65,690.9,926.8,964.79,-0.54796,0.14049,0.43237,0.13659,-0.54924,-0.43583,0.45912,-0.00029264,-0.45405,0.43208,-0.32055,0.36827,-0.5062,0.37954,-0.32473,-0.2162,-0.0052173,-0.0019767,-0.0098,0.2133,-3.7076e-05,0.00010428,-2.8412e-05,-0.00013852,4.759e-05,-0.00047155,-0.00071378,-2.8168e-05,0.002788,0.00078696,-0.10922,-0.38675,0.50382,-0.37692,-0.11023,-0.0037418,-0.02043,0.0063114,0.023029,0.0024299,0.0067622,0.49929,-0.0006832,-0.49368,-0.0079704
1,1,1,1,0.55066,1,1,1,1,1,47.643,141.05,268.07,449.64,466.58,608.56,669.85,875.33,931,-0.54921,0.13816,0.4484,0.11705,-0.53345,-0.41101,0.44063,0.0018011,-0.46558,0.45064,-0.35128,0.40153,-0.517,0.36815,-0.31081,-0.20397,0.013498,0.025841,-0.040301,0.2338,0.0019196,-0.00068934,0.00053499,0.00084526,-0.0023644,0.00074154,0.00089591,-0.0010834,-0.0010498,-0.00041298,-0.12624,-0.38386,0.51223,-0.32582,-0.11051,-0.0043615,-0.023764,0.0017326,0.025809,0.0024639,0.014887,0.47017,0.067254,-0.51536,-0.018875
1,1,1,1,1.1783,1,1,1,1,1,52.841,143.31,282.81,465.24,510.61,615.39,694.1,933.38,970.49,-0.54769,0.14074,0.43012,0.13929,-0.55138,-0.43918,0.46162,-0.00070205,-0.45237,0.42949,-0.31607,0.36334,-0.50411,0.38084,-0.32674,0.21806,0.0085375,0.0051856,0.00545,-0.21,-9.4377e-05,0.00025413,-5.0994e-05,-0.00031562,0.00012593,-0.00044927,-0.00070698,6.9887e-06,0.0029249,0.00078463,0.10655,0.38584,-0.50239,0.38525,0.11021,-0.0036355,-0.018437,0.0068718,0.020587,0.0023964,0.0053748,0.50475,-0.010329,-0.48884,-0.0062806
1,1,1,1,0.52187,1,1,1,1,1,47.212,140.87,267,448.56,463.53,607.95,668.14,870.64,928.49,-0.54926,0.13791,0.44979,0.11534,-0.53203,0.40878,-0.43898,-0.0018942,0.46654,-0.45224,-0.35384,0.40424,-0.51764,0.36703,-0.30965,0.20303,-0.014792,-0.028642,0.042877,-0.23533,-0.0024732,0.00076804,-0.00057165,-0.00098971,0.0030659,-0.00079868,-0.00096589,0.001387,0.00079807,0.00032474,-0.12754,-0.38293,0.51296,-0.32205,-0.11058,-0.004408,-0.023762,0.0014041,0.025321,0.0024402,0.015495,0.46848,0.073088,-0.51625,-0.019724
1,1,1,1,1.1123,1,1,1,1,1,52.508,143.15,281.76,464.07,507.32,614.98,692.3,929.72,967.26,-0.54784,0.1406,0.43138,0.13777,-0.55019,-0.43731,0.46022,-0.00046978,-0.45331,0.43094,-0.31858,0.36611,-0.5053,0.38012,-0.32561,0.21701,0.0066516,0.0034096,0.0078889,-0.21186,-6.4745e-05,0.0001683,-3.9865e-05,-0.00021403,8.4127e-05,-0.0004621,-0.00071173,-1.5251e-05,0.00285,0.00078679,-0.10806,-0.38639,0.50321,-0.38055,-0.11022,-0.003695,-0.019627,0.0065686,0.022033,0.0024149,0.0061625,0.50165,-0.0049201,-0.49162,-0.0072323
1,1,1,1,0.68157,1,1,1,1,1,49.275,141.73,272.34,454,478.86,610.79,676.67,893.43,941.34,0.54891,-0.13904,-0.44299,-0.12372,0.5389,0.41959,-0.447,-0.0012834,0.46177,-0.44435,-0.34112,0.39066,-0.5141,0.37236,-0.31541,-0.20785,0.008008,0.015494,-0.030121,0.22744,-0.00071126,0.00044133,-0.00029054,-0.00049149,0.00085457,-0.0005942,-0.00074668,0.00030643,0.0018428,0.00064937,-0.12089,-0.38654,0.5095,-0.34151,-0.11033,0.0041797,0.02376,-0.0031777,-0.026989,-0.0025151,-0.012404,-0.47804,-0.044418,0.51041,0.015414
1,1,1,1,0.95991,1,1,1,1,1,51.612,142.75,279.01,461.05,498.82,613.86,687.64,919.74,959.16,-0.54821,0.1402,0.43472,0.13376,-0.547,-0.43231,0.45648,0.00010872,-0.45578,0.43478,0.32516,-0.37334,0.50822,-0.37809,0.32264,0.21429,0.0019671,-0.0015566,0.014322,-0.21662,4.7129e-05,-3.67e-05,9.9159e-06,2.6313e-05,-5.6894e-05,0.00049288,0.0007148,3.8429e-05,-0.0026275,-0.00078093,0.11193,0.38732,-0.5052,0.36854,0.11024,0.0038503,0.021911,-0.0056516,-0.02491,-0.0024644,-0.0081257,-0.49395,-0.0093384,0.49822,0.0096906
1,1,1,1,0.75249,1,1,1,1,1,49.987,142.04,274.3,456.03,484.63,611.75,679.85,901.44,946.34,0.54873,-0.13941,-0.44053,-0.12672,0.54133,-0.42341,0.44984,0.00097817,-0.46002,0.44151,0.33643,-0.38561,0.51254,-0.37416,0.31753,-0.2097,0.0052677,0.011122,-0.025461,0.22437,0.00042746,-0.00033223,0.00018425,0.00036414,-0.00051029,0.00055484,0.00072346,-0.00012224,-0.0021197,-0.00071129,-0.11833,-0.3872,0.50827,-0.34913,-0.11028,-0.0040911,-0.023587,0.0038986,0.026985,0.0025155,-0.011207,-0.48228,-0.034045,0.50739,0.013772
1,1,1,1,1.0325,1,1,1,1,1,52.063,142.95,280.39,462.55,503.04,614.43,689.96,924.78,963.14,-0.54803,0.14041,0.43305,0.13577,-0.5486,-0.43482,0.45836,-0.00017402,-0.45455,0.43286,-0.32188,0.36974,-0.5068,0.37913,-0.32412,-0.21564,-0.0042576,-0.00097617,-0.011107,0.21427,-1.5631e-05,6.2057e-05,-1.9036e-05,-8.8921e-05,2.0277e-05,0.00047781,0.00071451,3.4314e-05,-0.0027437,-0.00078621,-0.11001,-0.38695,0.50423,-0.37447,-0.11024,0.0037735,0.020917,-0.0061272,-0.02364,-0.0024402,-0.0071641,-0.49771,-0.0022137,0.49505,0.0084714
1,1,1,1,0.87212,1,1,1,1,1,50.993,142.48,277.18,459.08,493.24,613.06,684.58,912.79,954.02,-0.54843,0.13991,0.43696,0.13105,-0.54482,-0.42889,0.45393,0.00046751,-0.45743,0.43738,-0.32955,0.37813,-0.51,0.37663,-0.32065,-0.21248,0.00096376,0.0051226,-0.018645,0.2197,0.000159,-0.00015908,6.3419e-05,0.00016721,-0.00019046,-0.00051387,-0.00071445,-1.3484e-05,0.0024521,0.00076467,0.11446,0.38753,-0.50643,0.36081,0.11025,0.0039489,0.022842,-0.0049793,-0.026114,-0.0024917,-0.0093638,-0.48917,-0.018919,0.50211,0.011301
1,1,1,1,0.91703,1,1,1,1,1,51.321,142.62,278.14,460.11,496.16,613.48,686.19,916.47,956.7,-0.54832,0.14007,0.43578,0.13248,-0.54597,-0.43069,0.45528,0.00028183,-0.45656,0.43601,0.32725,-0.37561,0.50908,-0.37741,0.3217,0.21343,0.00055821,-0.0032228,0.016369,-0.21809,-9.5695e-05,9.6067e-05,-3.3079e-05,-9.494e-05,0.00011518,0.00050259,0.00071451,3.1495e-05,-0.0025474,-0.00077467,0.11314,0.38746,-0.50579,0.36485,0.11025,0.0038977,0.022405,-0.0053364,-0.025549,-0.0024783,-0.0087196,-0.49165,-0.013876,0.50012,0.010457
1,1,1,1,1.3235,1,1,1,1,1,53.482,143.6,284.87,467.57,517.17,616.17,697.69,940.36,977.11,0.54738,-0.141,-0.42765,-0.14224,0.5537,-0.44282,0.46435,-0.001176,-0.45052,0.42665,0.31112,-0.35786,0.50164,-0.38217,0.32897,-0.22011,-0.012418,-0.0084887,-0.00067792,0.20627,-0.00013685,0.00043646,-6.3818e-05,-0.00053166,0.00019666,-0.00042046,-0.00068837,6.4242e-05,0.0030602,0.00077537,0.10355,0.38441,-0.50066,0.39473,0.11018,-0.0035224,-0.015566,0.0073633,0.017213,0.002367,0.003754,0.51107,-0.020915,-0.48295,-0.0043874
1,1,1,1,0.80109,1,1,1,1,1,50.422,142.23,275.53,457.32,488.28,612.32,681.86,906.35,949.56,0.54861,-0.13963,-0.439,-0.12857,0.54283,-0.42577,0.4516,0.00076867,-0.45891,0.43974,-0.3335,0.38243,-0.5115,0.37524,-0.31886,-0.21088,0.0034732,0.0085007,-0.022547,0.2224,0.00029579,-0.00026074,0.00012714,0.00028285,-0.00035285,-0.00053556,-0.00071711,4.7378e-05,0.0022712,0.00073887,0.1167,0.38744,-0.5075,0.35405,0.11027,-0.0040323,-0.023358,0.0043595,0.026752,0.0025087,-0.010434,-0.48512,-0.027575,0.50526,0.012725
1,1,1,1,1.1675,1,1,1,1,1,52.788,143.28,282.64,465.05,510.09,615.33,693.82,932.81,969.98,-0.54772,0.14072,0.43032,0.13905,-0.55119,0.43888,-0.4614,0.00066479,0.45252,-0.42972,-0.31647,0.36378,-0.5043,0.38073,-0.32656,-0.21789,-0.0082344,-0.0049081,-0.0058365,0.2103,-9.0074e-05,0.00024021,-4.9469e-05,-0.00029913,0.00011962,-0.00045138,-0.00070792,3.0855e-06,0.0029133,0.0007851,-0.10679,-0.38593,0.50252,-0.3845,-0.11021,-0.0036449,-0.018638,0.0068259,0.020829,0.0023992,0.0055013,0.50425,-0.0094714,-0.48929,-0.0064321
1,1,1,1,0.85312,1,1,1,1,1,50.847,142.41,276.75,458.62,491.95,612.87,683.87,911.14,952.86,0.54848,-0.13984,-0.43749,-0.13041,0.54431,-0.42809,0.45333,0.00054724,-0.45781,0.43799,-0.33057,0.37924,-0.5104,0.37628,-0.32019,0.21207,-0.0016222,-0.0059784,0.01965,-0.2204,-0.00019055,0.000186,-7.8415e-05,-0.00019793,0.00022787,0.00051912,0.0007147,1.6636e-06,-0.0024077,-0.00075913,-0.11504,-0.38753,0.50671,-0.35905,-0.11026,0.0039709,0.023001,-0.00482,-0.026317,-0.0024969,-0.0096436,-0.4881,-0.021148,0.50295,0.01167
1,1,1,1,0.92487,1,1,1,1,1,51.375,142.64,278.31,460.29,496.66,613.55,686.46,917.08,957.15,-0.5483,0.14009,0.43558,0.13272,-0.54616,-0.431,0.4555,0.00024988,-0.45642,0.43578,0.32686,-0.37519,0.50892,-0.37754,0.32187,0.21359,0.00081882,-0.002908,0.015986,-0.21782,8.6045e-05,-8.5163e-05,2.8455e-05,8.2374e-05,-0.00010365,0.00050076,0.00071456,3.3422e-05,-0.0025628,-0.00077603,0.11291,0.38744,-0.50568,0.36554,0.11025,0.003889,0.02232,-0.0053959,-0.025439,-0.0024758,0.0086095,0.49207,0.013027,-0.49977,-0.010315
1,1,1,1,1.2335,1,1,1,1,1,53.098,143.43,283.63,466.16,513.21,615.71,695.53,936.2,973.09,-0.54757,0.14085,0.42913,0.14046,-0.55231,0.44064,-0.46271,0.0008882,0.45163,-0.42835,-0.3141,0.36116,-0.50315,0.38138,-0.32763,-0.21888,-0.010056,-0.0065316,-0.0035451,0.20853,-0.0001136,0.00032455,-5.7346e-05,-0.00039911,0.00015562,-0.00043845,-0.0007012,2.8019e-05,0.0029805,0.00078164,-0.10536,-0.38532,0.50172,-0.38899,-0.1102,0.0035895,0.017378,-0.0070857,-0.019324,-0.0023832,-0.004741,-0.50723,0.014554,0.48656,0.0055298
1,1,1,1,1.0781,1,1,1,1,1,52.324,143.07,281.19,463.43,505.53,614.75,691.32,927.68,965.53,-0.54792,0.14052,0.43207,0.13694,-0.54953,-0.43627,0.45945,-0.00034514,-0.45383,0.43174,-0.31996,0.36762,-0.50594,0.37971,-0.32499,0.21644,0.0056422,0.0024089,0.0092286,-0.21287,-4.5789e-05,0.00012313,-3.2107e-05,-0.00016072,5.891e-05,-0.00046877,-0.0007133,-2.477e-05,0.0028068,0.00078706,0.10887,0.38665,-0.50364,0.378,0.11023,0.0037278,0.020201,-0.0063899,-0.022743,-0.0024254,-0.0065845,-0.49999,0.0019498,0.49308,0.0077504
1,1,1,1,1.067,1,1,1,1,1,52.262,143.04,281,463.22,504.93,614.68,690.99,926.99,964.95,-0.54795,0.14049,0.43231,0.13666,-0.5493,-0.43592,0.45919,-0.00030394,-0.454,0.43201,-0.32042,0.36813,-0.50614,0.37958,-0.32478,-0.21625,-0.0053087,-0.0020703,-0.0096766,0.21321,3.899e-05,-0.00010832,2.923e-05,0.00014329,-5.0065e-05,-0.00047096,-0.00071368,-2.7469e-05,0.0027921,0.000787,-0.10915,-0.38673,0.50378,-0.37715,-0.11023,-0.0037388,-0.020381,0.0063284,0.022968,0.002429,-0.006724,-0.49944,0.00095663,0.49355,0.007923
1,1,1,1,1.2198,1,1,1,1,1,53.036,143.4,283.43,465.94,512.58,615.63,695.18,935.52,972.45,-0.5476,0.14082,0.42937,0.14018,-0.55209,0.44029,-0.46245,0.00084279,0.45181,-0.42863,-0.31458,0.36169,-0.50338,0.38125,-0.32742,-0.21868,-0.0096846,-0.0062093,-0.0040059,0.20889,-0.00010924,0.00030724,-5.5978e-05,-0.00037858,0.00014864,-0.00044114,-0.00070278,2.2677e-05,0.0029672,0.00078246,-0.10565,-0.38546,0.50189,-0.38808,-0.1102,0.0036005,0.017645,-0.007036,-0.01964,-0.0023863,-0.0048958,-0.50663,0.013532,0.48712,0.005712
1,1,1,1,0.88069,1,1,1,1,1,51.058,142.5,277.37,459.28,493.81,613.15,684.89,913.51,954.54,0.54841,-0.13994,-0.43673,-0.13133,0.54505,-0.42925,0.4542,0.00043176,-0.45726,0.43711,0.3291,-0.37764,0.50982,-0.37678,0.32086,0.21267,-0.00066959,-0.004747,0.0182,-0.21939,-0.00014577,0.00014699,-5.7095e-05,-0.00015339,0.00017476,0.00051161,0.00071441,1.7932e-05,-0.0024713,-0.0007669,-0.1142,-0.38752,0.50631,-0.36159,-0.11025,-0.003939,-0.022765,0.0050495,0.026015,0.0024893,0.009239,0.48965,0.017933,-0.50173,-0.011136
1,1,1,1,0.97579,1,1,1,1,1,51.715,142.8,279.32,461.39,499.77,613.99,688.17,920.89,960.05,-0.54817,0.14025,0.43434,0.13422,-0.54736,-0.43288,0.45691,4.5732e-05,-0.4555,0.43435,-0.32442,0.37252,-0.5079,0.37833,-0.32298,0.21459,0.0024781,-0.00097318,0.013592,-0.21609,3.1538e-05,-1.4911e-05,2.577e-06,9.9686e-07,-3.7985e-05,0.00048947,0.00071486,3.9e-05,-0.0026548,-0.00078259,-0.1115,-0.38726,0.50498,-0.36988,-0.11024,0.0038331,0.021709,-0.0057618,-0.024651,-0.0024591,-0.0079108,-0.49479,-0.0077224,0.49752,0.0094157
1,1,1,1,1.0582,1,1,1,1,1,52.212,143.02,280.84,463.05,504.46,614.61,690.73,926.44,964.5,-0.54797,0.14047,0.43249,0.13644,-0.54913,0.43565,-0.45898,0.00027128,0.45414,-0.43222,-0.32079,0.36853,-0.50631,0.37947,-0.32462,-0.2161,-0.0050444,-0.0017991,-0.010034,0.21347,3.3399e-05,-9.6636e-05,2.6831e-05,0.00012953,-4.2856e-05,-0.00047268,-0.00071394,-2.9436e-05,0.0027802,0.00078688,-0.10936,-0.38679,0.5039,-0.37648,-0.11023,0.0037475,0.020521,-0.0062789,-0.023142,-0.0024318,0.0068346,0.49901,-0.00016525,-0.49393,-0.0080602
1,1,1,1,1.0306,1,1,1,1,1,52.052,142.95,280.35,462.51,502.93,614.41,689.9,924.66,963.04,-0.54804,0.1404,0.43309,0.13572,-0.54856,-0.43476,0.45831,-0.00016712,-0.45458,0.43291,-0.32196,0.36982,-0.50683,0.37911,-0.32409,0.21561,0.0042017,0.00091684,0.011184,-0.21433,-1.4302e-05,5.9615e-05,-1.8444e-05,-8.6056e-05,1.8606e-05,-0.00047817,-0.00071454,-3.4601e-05,0.002741,0.00078615,-0.11006,-0.38696,0.50425,-0.37432,-0.11024,0.0037754,0.020944,-0.0061162,-0.023675,-0.0024408,0.0071875,0.49762,0.0023839,-0.49512,-0.0085007
1,1,1,1,1.1815,1,1,1,1,1,52.856,143.31,282.86,465.29,510.77,615.41,694.19,933.55,970.65,-0.54769,0.14075,0.43006,0.13936,-0.55144,0.43927,-0.46169,0.0007131,0.45233,-0.42942,-0.31595,0.36321,-0.50405,0.38087,-0.3268,0.21811,0.0086274,0.0052673,0.0053358,-0.20992,9.5622e-05,-0.00025826,5.1429e-05,0.00032052,-0.00012778,0.00044865,0.00070669,-8.1674e-06,-0.0029283,-0.00078448,-0.10648,-0.38581,0.50235,-0.38548,-0.11021,-0.0036327,-0.018377,0.0068853,0.020514,0.0023956,0.0053372,0.5049,-0.010582,-0.48871,-0.0062358
1,1,1,1,0.63515,1,1,1,1,1,48.75,141.51,270.93,452.55,474.78,610.08,674.4,887.56,937.86,-0.54902,0.13876,0.44476,0.12154,-0.53713,-0.4168,0.44493,0.001478,-0.46303,0.44641,-0.34447,0.39427,-0.51513,0.37102,-0.31389,0.20654,-0.0098866,-0.018777,0.033473,-0.22959,0.00099396,-0.00051852,0.00037468,0.00058821,-0.001203,0.00063152,0.0007777,-0.00049801,-0.0016133,-0.00058874,0.12269,0.38584,-0.51038,0.3362,0.11037,-0.0042405,-0.023791,0.002679,0.026756,0.0025059,0.013238,0.47524,0.051904,-0.51229,-0.016573
1,1,1,1,0.82186,1,1,1,1,1,50.596,142.3,276.03,457.85,489.77,612.55,682.68,908.31,950.9,-0.54856,0.13972,0.43838,0.12933,-0.54344,-0.42672,0.45231,0.00067981,-0.45846,0.43902,-0.33231,0.38113,-0.51105,0.37567,-0.3194,0.21136,-0.0027258,-0.007461,0.021365,-0.22159,-0.00025007,0.00023072,-0.00010626,-0.00024878,0.00029849,0.00052858,0.00071575,-2.4529e-05,-0.0023286,-0.00074794,-0.11602,-0.38749,0.50718,-0.35608,-0.11026,0.0040076,0.023229,-0.0045476,-0.0266,-0.0025044,-0.010114,-0.48632,-0.024951,0.50434,0.012296
1,1,1,1,0.76797,1,1,1,1,1,50.13,142.1,274.7,456.45,485.82,611.93,680.5,903.05,947.38,0.54869,-0.13948,-0.44003,-0.12732,0.54183,-0.42419,0.45042,0.00091127,-0.45966,0.44093,0.33548,-0.38457,0.51221,-0.37451,0.31797,0.21008,-0.0046889,-0.010257,0.024509,-0.22373,-0.00038121,0.00030924,-0.00016474,-0.00033793,0.00045483,0.00054818,0.00072084,-9.4722e-05,-0.0021709,-0.00072116,0.1178,0.38729,-0.50802,0.35073,0.11028,0.0040722,0.023525,-0.0040485,-0.02693,-0.0025139,0.010957,0.48319,0.031931,-0.50671,-0.013432
1,1,1,1,0.71424,1,1,1,1,1,49.615,141.88,273.27,454.96,481.59,611.25,678.17,897.26,943.69,0.54883,-0.13922,-0.44182,-0.12514,0.54006,-0.42141,0.44835,0.0011434,-0.46094,0.443,0.3389,-0.38827,0.51338,-0.37323,0.31641,0.20872,-0.0067271,-0.013392,0.02791,-0.226,-0.00056349,0.00039014,-0.00023808,-0.00043089,0.0006745,0.00057399,0.00073325,-0.00020821,-0.0019799,-0.00068172,-0.11969,-0.3869,0.50892,-0.34509,-0.1103,-0.0041384,-0.023703,0.0035164,0.027039,0.0025171,-0.011842,-0.48001,-0.039492,0.50904,0.01464
1,1,1,1,1.1084,1,1,1,1,1,52.488,143.15,281.7,464,507.12,614.96,692.19,929.49,967.07,-0.54785,0.14059,0.43146,0.13768,-0.55011,0.43719,-0.46013,0.00045588,0.45337,-0.43103,-0.31874,0.36628,-0.50537,0.38008,-0.32554,-0.21695,-0.0065389,-0.0032997,-0.0080372,0.21198,6.2745e-05,-0.00016323,3.9067e-05,0.00020804,-8.1421e-05,-0.00046285,-0.00071194,-1.6407e-05,0.0028453,0.00078685,0.10815,0.38642,-0.50326,0.38026,0.11022,0.0036987,0.019693,-0.0065492,-0.022114,-0.002416,-0.0062096,-0.50147,0.0045912,0.49178,0.0072898
1,1,1,1,0.91781,1,1,1,1,1,51.326,142.62,278.16,460.13,496.21,613.49,686.21,916.53,956.74,-0.54831,0.14007,0.43576,0.1325,-0.54599,-0.43072,0.4553,0.00027866,-0.45655,0.43599,-0.32721,0.37557,-0.50906,0.37742,-0.32171,-0.21344,-0.00058407,0.0031914,-0.016331,0.21806,-9.4723e-05,9.4986e-05,-3.2613e-05,-9.3696e-05,0.00011402,-0.00050241,-0.00071451,-3.17e-05,0.0025489,0.00077481,-0.11312,-0.38746,0.50578,-0.36492,-0.11025,-0.0038969,-0.022397,0.0053424,0.025538,0.002478,-0.0087086,-0.49169,-0.013792,0.50008,0.010443
1,1,1,1,0.79679,1,1,1,1,1,50.385,142.21,275.42,457.21,487.97,612.27,681.68,905.93,949.28,0.54862,-0.13961,-0.43913,-0.12842,0.54271,-0.42557,0.45145,0.00078714,-0.45901,0.43989,-0.33375,0.3827,-0.51159,0.37515,-0.31875,0.21078,-0.0036295,-0.0087219,0.022797,-0.22257,-0.00030596,0.000267,-0.00013172,-0.00028995,0.00036497,0.00053709,0.00071747,-5.2729e-05,-0.0022588,-0.0007368,0.11684,0.38742,-0.50757,0.35362,0.11027,-0.0040375,-0.023382,0.0043199,0.02678,0.0025095,-0.010501,-0.48488,-0.028129,0.50545,0.012816
1,1,1,1,0.96443,1,1,1,1,1,51.642,142.76,279.1,461.15,499.09,613.89,687.79,920.07,959.42,-0.5482,0.14021,0.43461,0.1339,-0.5471,-0.43247,0.4566,9.0717e-05,-0.4557,0.43466,-0.32495,0.3731,-0.50813,0.37816,-0.32274,-0.21437,-0.0021132,0.0013887,-0.014113,0.21647,-4.2569e-05,3.0485e-05,-7.7626e-06,-1.9099e-05,5.1377e-05,0.0004919,0.00071483,3.8689e-05,-0.0026354,-0.00078144,0.11181,0.3873,-0.50514,0.36893,0.11024,-0.0038454,-0.021854,0.0056833,0.024837,0.0024629,-0.0080642,-0.49419,-0.0088748,0.49802,0.0096118
1,1,1,1,0.65779,1,1,1,1,1,49.012,141.62,271.63,453.27,476.8,610.44,675.53,890.49,939.58,0.54897,-0.1389,-0.44388,-0.12263,0.53801,0.41819,-0.44596,-0.001384,0.46241,-0.44539,-0.3428,0.39248,-0.51462,0.37169,-0.31464,-0.20719,0.0089614,0.017129,-0.031806,0.22853,-0.00084331,0.00048005,-0.00033237,-0.00053899,0.0010168,0.00061185,0.00076049,-0.00039587,-0.0017309,-0.00062074,0.1218,0.38621,-0.50994,0.33882,0.11035,-0.0042105,-0.023782,0.0029246,0.026894,0.0025115,0.012826,0.47661,0.048178,-0.51139,-0.015999
1,1,1,1,0.76979,1,1,1,1,1,50.146,142.11,274.74,456.5,485.95,611.96,680.58,903.24,947.5,0.54869,-0.13949,-0.43997,-0.1274,0.54188,-0.42428,0.45049,0.00090341,-0.45961,0.44086,0.33537,-0.38445,0.51217,-0.37456,0.31802,0.21013,-0.0046213,-0.010157,0.024399,-0.22366,-0.00037606,0.00030655,-0.00016253,-0.00033487,0.00044867,0.00054743,0.00072057,-9.1728e-05,-0.0021767,-0.00072225,0.11774,0.3873,-0.50799,0.35091,0.11028,-0.00407,-0.023517,0.004066,0.026922,0.0025137,-0.010928,-0.4833,-0.031686,0.50663,0.013392
1,1,1,1,1.0475,1,1,1,1,1,52.151,142.99,280.66,462.84,503.87,614.54,690.41,925.76,963.93,-0.548,0.14045,0.43272,0.13617,-0.54891,-0.43531,0.45872,-0.00023108,-0.45431,0.43248,-0.32124,0.36903,-0.50651,0.37933,-0.32441,-0.21591,-0.0047192,-0.0014617,-0.010475,0.2138,-2.6262e-05,8.2301e-05,-2.373e-05,-0.00011268,3.3731e-05,0.0004748,0.00071421,3.1636e-05,-0.0027653,-0.00078667,-0.10963,-0.38686,0.50403,-0.37565,-0.11023,-0.0037582,-0.020688,0.0062169,0.023352,0.0024353,0.0069708,0.49847,0.00081402,-0.49439,-0.0082297
1,1,1,1,0.66896,1,1,1,1,1,49.137,141.67,271.96,453.61,477.78,610.61,676.07,891.89,940.41,0.54894,-0.13897,-0.44346,-0.12315,0.53844,-0.41886,0.44645,0.0013369,-0.46211,0.44489,0.342,-0.39162,0.51438,-0.37201,0.31501,-0.2075,0.0085114,0.016349,-0.031006,0.22802,-0.00077834,0.00046168,-0.00031236,-0.00051624,0.00093682,0.00060321,0.00075352,-0.00035178,-0.0017848,-0.00063477,0.12137,0.38637,-0.50973,0.34009,0.11034,0.004196,0.023774,-0.0030441,-0.026945,-0.0025134,-0.012626,-0.47728,-0.046393,0.51093,0.015722
1,1,1,1,1.2672,1,1,1,1,1,53.247,143.49,284.11,466.7,514.73,615.89,696.36,937.82,974.62,0.5475,-0.14091,-0.42856,-0.14115,0.55285,-0.44148,0.46335,-0.00099826,-0.4512,0.42769,0.31295,-0.35989,0.50257,-0.38169,0.32815,-0.21935,-0.010957,-0.0072972,-0.0024379,0.20766,-0.00012334,0.00036691,-6.0236e-05,-0.00044932,0.00017191,-0.00043176,-0.00069687,4.144e-05,0.0030118,0.00077945,0.10467,0.38499,-0.50132,0.39119,0.11019,0.0035632,0.016709,-0.0071996,-0.018538,-0.0023764,0.0043647,0.5087,-0.01701,-0.4852,-0.0050904
