k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi15,Phi21,Phi22,Phi23,Phi24,Phi25,Phi31,Phi32,Phi33,Phi34,Phi35,Phi41,Phi42,Phi43,Phi44,Phi45,Phi51,Phi52,Phi53,Phi54,Phi55,Phi61,Phi62,Phi63,Phi64,Phi65,Phi71,Phi72,Phi73,Phi74,Phi75,Phi81,Phi82,Phi83,Phi84,Phi85,Phi91,Phi92,Phi93,Phi94,Phi95
1.3702,1,1,1,1,1,1,1,1,1,51.873,142.96,280.35,463.85,501.33,616.13,693.78,928.38,971.96,-0.54797,0.14023,0.43383,0.13495,-0.54796,-0.43345,0.45758,0.00057991,-0.45554,0.43392,-0.32417,0.3744,-0.50851,0.37852,-0.32378,-0.22024,0.0073991,-0.0075515,-0.0086025,0.21508,1.9805e-05,1.2994e-05,-6.3528e-06,-1.4605e-05,-1.0026e-05,0.00027691,0.00093882,-0.00022623,-0.0023352,-0.00062844,0.12448,0.37461,-0.50721,0.38014,0.109,-0.0036334,-0.022895,0.0058558,0.025937,0.0024437,0.034091,0.50527,-0.020641,-0.49735,-0.005116
0.97041,1,1,1,1,1,1,1,1,1,51.867,142.85,279.73,461.68,501.18,613.96,688.41,921.92,960.24,-0.54813,0.14033,0.43377,0.13489,-0.54789,-0.43375,0.45754,-0.00011646,-0.45504,0.43367,-0.32321,0.37097,-0.50731,0.3787,-0.32344,0.21445,0.0044057,-0.00095031,0.012932,-0.21532,-7.8851e-06,-1.8654e-05,7.7707e-06,3.9446e-05,1.1051e-05,0.00051218,0.00068077,7.6037e-05,-0.0027418,-0.00080561,-0.1093,-0.38846,0.50435,-0.37095,-0.11037,-0.003848,-0.021155,0.0059553,0.023976,0.0024498,-0.0046261,-0.49489,-0.0081302,0.49635,0.0094262
0.9822,1,1,1,1,1,1,1,1,1,51.867,142.86,279.75,461.77,501.18,614.05,688.63,922.2,960.7,-0.54812,0.14032,0.43377,0.13489,-0.5479,0.43374,-0.45754,8.9224e-05,0.45506,-0.43368,-0.32326,0.37111,-0.50736,0.37869,-0.32346,-0.2147,-0.0039364,0.00061229,-0.01276,0.21532,8.7094e-06,1.8446e-05,-7.6522e-06,-3.8674e-05,-1.1228e-05,0.0005008,0.00069483,6.0461e-05,-0.0027224,-0.00079698,-0.10993,-0.38792,0.50447,-0.37132,-0.11032,-0.0038309,-0.02125,0.0059417,0.024083,0.0024504,0.0058268,0.49536,0.0069929,-0.4964,-0.0092558
0.96305,1,1,1,1,1,1,1,1,1,51.867,142.85,279.71,461.62,501.17,613.9,688.28,921.74,959.94,-0.54813,0.14033,0.43377,0.13489,-0.54789,0.43376,-0.45754,0.00013375,0.45503,-0.43367,-0.32319,0.37089,-0.50728,0.3787,-0.32343,0.2143,0.004704,-0.0011652,0.013041,-0.21533,7.3492e-06,1.8784e-05,-7.8467e-06,-3.993e-05,-1.0933e-05,0.00051951,0.00067165,8.6107e-05,-0.0027543,-0.00081116,-0.1089,-0.3888,0.50427,-0.37071,-0.11041,-0.0038594,-0.021094,0.0059645,0.023907,0.0024494,-0.003862,-0.49458,-0.0088527,0.49632,0.0095345
1.2793,1,1,1,1,1,1,1,1,1,51.872,142.94,280.24,463.46,501.3,615.76,692.83,927.3,969.87,-0.548,0.14025,0.43382,0.13494,-0.54795,-0.43351,0.45757,0.00045386,-0.45545,0.43388,-0.32401,0.37379,-0.5083,0.37855,-0.32372,0.21925,-0.005294,0.0060355,0.0093776,-0.21513,-1.9286e-05,-1.3898e-05,6.1922e-06,2.0074e-05,1.1391e-05,0.00031151,0.0009056,-0.00018466,-0.0023955,-0.00065422,0.12189,0.37714,-0.50675,0.37853,0.10925,0.0036437,0.022669,-0.0058412,-0.025679,-0.0024462,-0.028976,-0.50367,0.015498,0.4972,0.0058874
0.9314,1,1,1,1,1,1,1,1,1,51.866,142.84,279.64,461.38,501.16,613.64,687.67,920.95,958.62,-0.54815,0.14034,0.43376,0.13488,-0.54789,0.43379,-0.45753,0.00021071,0.45497,-0.43364,-0.32307,0.3705,-0.50714,0.37872,-0.32339,0.21361,0.0060343,-0.0021235,0.013526,-0.21536,-4.8487e-06,-1.9335e-05,8.19e-06,4.2028e-05,1.0363e-05,-0.00055311,-0.00062918,-0.00013265,0.0028113,0.00083664,0.10709,0.3903,-0.5039,0.36965,0.11056,-0.0039144,-0.020808,0.0060102,0.023584,0.0024469,0.00044638,0.4932,0.01207,-0.4962,-0.010017
1.0744,1,1,1,1,1,1,1,1,1,51.869,142.89,279.93,462.38,501.22,614.68,690.16,924.12,964.03,-0.54808,0.1403,0.43379,0.13491,-0.54792,-0.43366,0.45755,0.00010625,-0.4552,0.43375,0.32354,-0.37208,0.5077,-0.37864,0.32355,-0.2164,-0.00058539,-0.0018013,-0.011535,0.21525,1.3875e-05,1.6843e-05,-6.874e-06,-3.2746e-05,-1.2132e-05,-0.00042465,-0.00078517,4.1531e-05,0.0025917,0.00073932,-0.11437,-0.38407,0.50535,-0.37396,-0.10993,0.0037322,0.021858,-0.0058704,-0.024766,-0.0024516,-0.014344,-0.49861,0.0011506,0.4967,0.0080362
0.78057,1,1,1,1,1,1,1,1,1,51.862,142.77,279.24,459.96,501.07,612.1,684.14,916.15,951.08,0.54824,-0.1404,-0.43372,-0.13485,0.54784,-0.43395,0.4575,-0.00064893,-0.45465,0.43348,0.32233,-0.36828,0.50634,-0.37883,0.32316,0.20948,0.013692,-0.0076411,0.016312,-0.2155,1.2642e-05,-2.1492e-05,1.0057e-05,5.2576e-05,6.1966e-06,0.00077696,0.0003235,0.00045537,-0.0031829,-0.001006,0.096398,0.39872,-0.50163,0.3635,0.11142,-0.0043961,-0.018757,0.0064486,0.021231,0.0024076,-0.019384,0.48452,0.030412,-0.49545,-0.012772
1.1605,1,1,1,1,1,1,1,1,1,51.87,142.91,280.07,462.88,501.26,615.18,691.39,925.6,966.71,-0.54804,0.14028,0.4338,0.13492,-0.54793,-0.43359,0.45756,0.00026467,-0.45531,0.43381,0.32377,-0.37286,0.50797,-0.3786,0.32363,-0.21772,0.0021073,-0.0037405,-0.010548,0.21519,1.6999e-05,1.5472e-05,-6.408e-06,-2.7357e-05,-1.2252e-05,-0.00036972,-0.00084586,0.00011239,0.0024967,0.00069788,-0.11786,-0.38092,0.50601,-0.37607,-0.10962,-0.0036797,-0.022266,0.0058432,0.025225,0.0024498,0.021102,0.50103,-0.0077155,-0.49694,-0.0070532
0.71995,1,1,1,1,1,1,1,1,1,51.86,142.74,279.04,459.24,501.03,611.28,682.33,913.54,947.29,0.54828,-0.14043,-0.43371,-0.13483,0.54782,-0.43403,0.45748,-0.00086852,-0.45449,0.4334,0.32193,-0.36715,0.50593,-0.37888,0.32305,-0.2073,-0.017578,0.010443,-0.017722,0.21558,-2.3266e-05,2.1825e-05,-1.0782e-05,-5.7204e-05,-3.8778e-06,-0.00091219,-0.00012519,-0.00065718,0.0034003,0.0011075,-0.09079,-0.40283,0.50038,-0.36034,-0.11185,0.0047698,0.017443,-0.006805,-0.019689,-0.0023667,-0.029492,0.47968,0.039573,-0.49506,-0.014153
1.112,1,1,1,1,1,1,1,1,1,51.869,142.9,279.99,462.61,501.24,614.91,690.72,924.8,965.25,-0.54806,0.14029,0.43379,0.13492,-0.54792,-0.43363,0.45756,0.00017801,-0.45525,0.43378,0.32365,-0.37244,0.50782,-0.37862,0.32359,-0.217,0.00063686,-0.0026815,-0.011087,0.21522,1.5416e-05,1.6224e-05,-6.6385e-06,-3.0377e-05,-1.2267e-05,-0.00039904,-0.00081396,7.4867e-05,0.0025475,0.00071998,0.11597,0.38265,-0.50565,0.37492,0.10979,0.0037057,0.022051,-0.0058549,-0.024983,-0.002451,-0.017423,-0.49973,0.0041288,0.49681,0.0075903
0.79631,1,1,1,1,1,1,1,1,1,51.862,142.78,279.29,460.13,501.08,612.29,684.56,916.75,951.98,-0.54823,0.14039,0.43373,0.13485,-0.54785,-0.43393,0.4575,-0.00059662,-0.45469,0.4335,-0.32242,0.36855,-0.50644,0.37882,-0.32319,0.20999,0.012771,-0.0069772,0.015978,-0.21549,-1.0285e-05,2.1335e-05,-9.8576e-06,-5.1419e-05,-6.7417e-06,0.00074714,0.00036608,0.0004114,-0.0031342,-0.00098353,0.09771,0.39773,-0.50192,0.36424,0.11131,-0.0043214,-0.019042,0.0063784,0.021562,0.002415,0.016989,-0.48563,-0.028224,0.49554,0.012443
1.571,1,1,1,1,1,1,1,1,1,51.875,143,280.56,464.56,501.39,616.79,695.53,930.29,975.82,-0.54792,0.1402,0.43385,0.13497,-0.54799,-0.43333,0.45759,0.00081524,-0.45571,0.43401,0.32443,-0.37552,0.5089,-0.37845,0.32388,-0.22199,0.011288,-0.010352,-0.0071668,0.215,1.8214e-05,1.1954e-05,-7.6169e-06,-2.7673e-06,-5.2163e-06,0.00022067,0.00098996,-0.00029225,-0.0022372,-0.00058678,0.12912,0.36988,-0.508,0.38308,0.10853,-0.0036387,-0.023248,0.0059119,0.026347,0.0024414,-0.043325,-0.50795,0.03013,0.49761,0.0036885
1.0544,1,1,1,1,1,1,1,1,1,51.868,142.88,279.89,462.26,501.21,614.56,689.85,923.73,963.35,-0.54809,0.1403,0.43378,0.13491,-0.54791,-0.43368,0.45755,6.624e-05,-0.45517,0.43374,0.32349,-0.37188,0.50763,-0.37865,0.32353,-0.21605,-0.0012687,-0.0013091,-0.011785,0.21526,1.293e-05,1.7184e-05,-7.0194e-06,-3.4019e-05,-1.2006e-05,-0.00043946,-0.00076813,2.2013e-05,0.0026172,0.00075052,0.11348,0.38486,-0.50517,0.37343,0.11001,-0.0037492,-0.021743,0.0058814,0.024637,0.0024517,0.012616,0.49797,0.00051279,-0.49664,-0.0082853
0.81043,1,1,1,1,1,1,1,1,1,51.863,142.79,279.33,460.28,501.09,612.45,684.93,917.26,952.76,0.54822,-0.14039,-0.43373,-0.13486,0.54785,-0.43392,0.45751,-0.00055119,-0.45472,0.43352,-0.3225,0.36878,-0.50652,0.37881,-0.32322,0.21043,0.011972,-0.0064017,0.015688,-0.21547,-8.2941e-06,2.1175e-05,-9.6769e-06,-5.0396e-05,-7.2094e-06,0.00072195,0.00040167,0.00037446,-0.0030929,-0.00096452,-0.098842,-0.39686,0.50217,-0.36489,-0.11123,-0.0042607,-0.01928,0.0063217,0.021837,0.0024207,0.014914,-0.48657,-0.026324,0.49562,0.012157
0.95555,1,1,1,1,1,1,1,1,1,51.866,142.85,279.69,461.57,501.17,613.84,688.14,921.56,959.63,-0.54813,0.14033,0.43377,0.13489,-0.54789,-0.43376,0.45753,-0.00015159,-0.45501,0.43366,-0.32316,0.3708,-0.50725,0.37871,-0.32342,-0.21414,-0.0050119,0.001387,-0.013153,0.21534,6.7862e-06,1.8915e-05,-7.9257e-06,-4.0424e-05,-1.0808e-05,0.00052716,0.00066208,9.6643e-05,-0.0027673,-0.00081696,-0.10848,-0.38915,0.50418,-0.37047,-0.11044,-0.0038715,-0.02103,0.0059744,0.023834,0.0024489,-0.0030724,-0.49427,-0.0095982,0.49629,0.0096462
1.2827,1,1,1,1,1,1,1,1,1,51.872,142.94,280.24,463.48,501.3,615.77,692.87,927.34,969.96,0.548,-0.14025,-0.43382,-0.13494,0.54795,-0.4335,0.45757,0.0004589,-0.45545,0.43388,-0.32402,0.37381,-0.5083,0.37855,-0.32372,-0.21929,0.0053786,-0.0060963,-0.0093465,0.21513,-1.9323e-05,-1.3859e-05,6.1932e-06,1.9865e-05,1.135e-05,0.00031006,0.00090702,-0.00018642,-0.002393,-0.00065314,-0.12199,-0.37704,0.50676,-0.3786,-0.10924,0.0036431,0.022679,-0.0058416,-0.02569,-0.0024461,-0.029183,-0.50374,0.015705,0.4972,0.0058564
1.0023,1,1,1,1,1,1,1,1,1,51.867,142.87,279.79,461.91,501.19,614.2,688.98,922.65,961.47,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.3986e-05,-0.45509,0.4337,-0.32332,0.37134,-0.50744,0.37868,-0.32348,-0.21509,-0.0031582,5.1722e-05,-0.012476,0.2153,1.0024e-05,1.8091e-05,-7.4593e-06,-3.7364e-05,-1.1497e-05,0.00048232,0.00071736,3.5345e-05,-0.0026908,-0.00078297,-0.11097,-0.38704,0.50468,-0.37194,-0.11023,0.0038044,0.021401,-0.0059211,-0.024254,-0.0024511,0.0078142,0.49614,0.0051049,-0.49647,-0.008973
0.66067,1,1,1,1,1,1,1,1,1,51.858,142.7,278.81,458.42,500.98,610.32,680.28,910.45,943.02,0.54833,-0.14046,-0.43369,-0.13481,0.5478,0.43411,-0.45746,0.0011162,0.45431,-0.43331,-0.32146,0.36586,-0.50546,0.37894,-0.32291,-0.20475,-0.021999,0.01363,-0.019323,0.21566,-3.6597e-05,2.1549e-05,-1.1335e-05,-6.2076e-05,-1.3236e-06,-0.0010856,0.00013864,-0.00091981,0.0036714,0.0012364,0.084281,0.40736,-0.49887,0.35672,0.11233,-0.0053222,-0.015734,0.0073392,0.017638,0.0022987,-0.040963,0.47385,0.049845,-0.49463,-0.015706
1.1738,1,1,1,1,1,1,1,1,1,51.87,142.92,280.09,462.95,501.26,615.25,691.56,925.81,967.09,-0.54804,0.14027,0.4338,0.13493,-0.54793,-0.43358,0.45756,0.00028749,-0.45533,0.43382,0.3238,-0.37297,0.50801,-0.3786,0.32364,-0.21791,0.0024933,-0.0040185,-0.010407,0.21519,-1.7363e-05,-1.5275e-05,6.3591e-06,2.6531e-05,1.2212e-05,0.00036228,0.00085376,-0.00012178,-0.0024838,-0.00069229,-0.11836,-0.38047,0.5061,-0.37637,-0.10958,-0.003674,-0.022319,0.0058413,0.025284,0.0024494,0.022064,0.50136,-0.0086576,-0.49697,-0.0069122
0.95727,1,1,1,1,1,1,1,1,1,51.866,142.85,279.7,461.58,501.17,613.85,688.17,921.6,959.71,-0.54813,0.14033,0.43377,0.13489,-0.54789,0.43376,-0.45753,0.00014748,0.45502,-0.43366,-0.32317,0.37082,-0.50725,0.37871,-0.32343,-0.21418,-0.0049409,0.0013358,-0.013127,0.21534,6.9169e-06,1.8885e-05,-7.9074e-06,-4.0311e-05,-1.0837e-05,0.00052539,0.0006643,9.42e-05,-0.0027643,-0.00081562,0.10858,0.38907,-0.5042,0.37052,0.11043,-0.0038687,-0.021045,0.0059721,0.023851,0.002449,0.0032546,0.49434,0.0094263,-0.4963,-0.0096205
0.79521,1,1,1,1,1,1,1,1,1,51.862,142.78,279.28,460.12,501.08,612.28,684.53,916.71,951.92,0.54823,-0.14039,-0.43373,-0.13485,0.54785,-0.43393,0.4575,-0.00060022,-0.45469,0.4335,-0.32242,0.36853,-0.50643,0.37882,-0.32319,0.20995,0.012834,-0.0070228,0.016001,-0.21549,-1.0445e-05,2.1346e-05,-9.8716e-06,-5.15e-05,-6.7044e-06,0.00074916,0.00036321,0.00041438,-0.0031375,-0.00098506,0.09762,0.39779,-0.5019,0.36419,0.11132,0.0043264,0.019022,-0.0063831,-0.021539,-0.0024145,-0.017154,0.48555,0.028375,-0.49553,-0.012465
1.3145,1,1,1,1,1,1,1,1,1,51.872,142.95,280.28,463.62,501.31,615.9,693.21,927.74,970.72,-0.54799,0.14024,0.43382,0.13494,-0.54796,-0.43348,0.45757,0.00050448,-0.45549,0.4339,-0.32408,0.37403,-0.50838,0.37854,-0.32374,-0.21965,0.0061412,-0.0066456,-0.0090659,0.21511,1.9598e-05,1.3515e-05,-6.2219e-06,-1.7942e-05,-1.0929e-05,-0.00029722,-0.00091951,0.00020194,0.0023706,0.00064356,-0.12294,-0.37613,0.50693,-0.37918,-0.10915,0.0036384,0.022764,-0.0058457,-0.025786,-0.0024452,-0.031044,-0.50433,0.017568,0.49726,0.0055771
1.0407,1,1,1,1,1,1,1,1,1,51.868,142.88,279.87,462.17,501.21,614.46,689.63,923.46,962.87,-0.54809,0.14031,0.43378,0.13491,-0.54791,-0.43369,0.45755,3.8133e-05,-0.45515,0.43373,0.32345,-0.37174,0.50758,-0.37866,0.32352,0.21581,0.0017496,0.00096279,0.011961,-0.21527,-1.223e-05,-1.742e-05,7.1266e-06,3.4894e-05,1.1898e-05,0.0004501,0.00075573,-7.8935e-06,-0.0026355,-0.00075857,-0.11284,-0.38542,0.50505,-0.37305,-0.11007,0.003762,0.02166,-0.0058901,-0.024544,-0.0024517,0.011397,0.49751,0.0016825,-0.4966,-0.0084604
0.75856,1,1,1,1,1,1,1,1,1,51.861,142.76,279.17,459.71,501.05,611.82,683.51,915.26,949.76,-0.54825,0.14041,0.43372,0.13484,-0.54783,-0.43398,0.45749,-0.00072518,-0.4546,0.43346,0.32219,-0.36789,0.5062,-0.37885,0.32312,-0.20873,-0.015038,0.0086112,-0.016801,0.21553,-1.6199e-05,2.1668e-05,-1.0331e-05,-5.4222e-05,-5.3937e-06,-0.00082205,-0.00025827,-0.00052225,0.0032559,0.0010399,0.094469,0.40015,-0.50121,0.3624,0.11157,0.0045145,0.018323,-0.0065608,-0.020725,-0.0023953,0.022885,-0.48288,-0.033597,0.49531,0.013252
1.3828,1,1,1,1,1,1,1,1,1,51.873,142.96,280.37,463.9,501.33,616.17,693.9,928.52,972.24,-0.54797,0.14023,0.43383,0.13495,-0.54797,-0.43344,0.45758,0.00059632,-0.45555,0.43393,0.32419,-0.37447,0.50854,-0.37851,0.32378,0.22036,-0.0076721,0.0077481,0.0085019,-0.21508,1.9807e-05,1.2889e-05,-6.3964e-06,-1.3852e-05,-9.7934e-06,0.00027264,0.00094281,-0.00023129,-0.0023278,-0.00062526,-0.12481,-0.37428,0.50726,-0.38035,-0.10896,-0.0036328,-0.022922,0.0058585,0.025968,0.0024435,-0.034749,-0.50547,0.021308,0.49737,0.0050159
1.2316,1,1,1,1,1,1,1,1,1,51.871,142.93,280.17,463.24,501.28,615.54,692.28,926.66,968.67,0.54802,-0.14026,-0.43381,-0.13493,0.54794,-0.43354,0.45757,0.00038166,-0.4554,0.43385,-0.32392,0.37343,-0.50817,0.37857,-0.32368,-0.21868,0.0040816,-0.0051624,-0.0098234,0.21515,1.8614e-05,1.4479e-05,-6.2195e-06,-2.2975e-05,-1.187e-05,-0.00033281,-0.0008843,0.00015856,0.0024326,0.00067016,0.12037,0.37859,-0.50647,0.3776,0.10939,0.0036544,0.022525,-0.0058384,-0.025516,-0.0024476,-0.025998,-0.5027,0.012536,0.4971,0.0063312
0.7143,1,1,1,1,1,1,1,1,1,51.86,142.74,279.02,459.17,501.02,611.2,682.15,913.28,946.91,0.54829,-0.14043,-0.4337,-0.13483,0.54782,-0.43403,0.45748,-0.0008906,-0.45447,0.4334,-0.32189,0.36703,-0.50589,0.37889,-0.32303,-0.20708,-0.017971,0.010726,-0.017865,0.21558,2.4398e-05,-2.1829e-05,1.0843e-05,5.7652e-05,3.6453e-06,-0.00092672,-0.00010344,-0.00067905,0.0034233,0.0011184,0.090218,0.40324,-0.50025,0.36001,0.11189,-0.0048131,-0.017301,0.0068467,0.01952,0.0023616,-0.030512,0.47917,0.040492,-0.49503,-0.014292
1.0492,1,1,1,1,1,1,1,1,1,51.868,142.88,279.88,462.22,501.21,614.52,689.77,923.63,963.17,-0.54809,0.1403,0.43378,0.13491,-0.54791,-0.43368,0.45755,5.5644e-05,-0.45516,0.43374,0.32347,-0.37183,0.50761,-0.37866,0.32353,-0.21596,-0.0014499,-0.0011786,-0.011852,0.21527,-1.2669e-05,-1.7273e-05,7.0594e-06,3.4351e-05,1.1968e-05,-0.00044345,-0.0007635,1.673e-05,0.0026241,0.00075353,-0.11324,-0.38507,0.50513,-0.37328,-0.11003,-0.0037539,-0.021712,0.0058846,0.024602,0.0024517,-0.012157,-0.4978,-0.00095365,0.49663,0.0083513
1.1661,1,1,1,1,1,1,1,1,1,51.87,142.91,280.08,462.91,501.26,615.21,691.46,925.69,966.87,0.54804,-0.14027,-0.4338,-0.13492,0.54793,-0.43359,0.45756,0.00027438,-0.45532,0.43381,0.32378,-0.37291,0.50799,-0.3786,0.32363,-0.2178,0.0022715,-0.0038587,-0.010488,0.21519,1.7157e-05,1.5388e-05,-6.3866e-06,-2.7008e-05,-1.2237e-05,0.00036654,0.00084925,-0.00011641,-0.0024912,-0.00069549,0.11807,0.38073,-0.50605,0.37619,0.1096,-0.0036772,-0.022289,0.0058424,0.02525,0.0024496,-0.021512,-0.50117,0.0081163,0.49695,0.0069932
0.825,1,1,1,1,1,1,1,1,1,51.863,142.8,279.37,460.43,501.1,612.62,685.3,917.77,953.55,0.54821,-0.14038,-0.43374,-0.13486,0.54786,-0.4339,0.45751,-0.00050568,-0.45476,0.43353,-0.32258,0.36901,-0.50661,0.3788,-0.32324,0.21086,0.011174,-0.0058263,0.015397,-0.21546,6.3531e-06,-2.0993e-05,9.49e-06,4.9351e-05,7.6709e-06,0.00069737,0.00043603,0.00033859,-0.0030524,-0.00094594,-0.099969,-0.39599,0.50241,-0.36553,-0.11114,-0.0042036,-0.01951,0.0062687,0.022102,0.0024259,-0.012841,0.48751,0.024419,-0.4957,-0.01187
1.0973,1,1,1,1,1,1,1,1,1,51.869,142.89,279.97,462.52,501.23,614.82,690.5,924.54,964.78,-0.54807,0.14029,0.43379,0.13491,-0.54792,-0.43364,0.45755,0.00015046,-0.45523,0.43377,0.32361,-0.3723,0.50778,-0.37863,0.32357,0.21677,-0.00016825,0.002344,0.011259,-0.21523,-1.4849e-05,-1.6463e-05,6.7247e-06,3.13e-05,1.223e-05,0.00040873,0.00080317,-6.2321e-05,-0.0025642,-0.00072729,-0.11536,-0.38319,0.50554,-0.37455,-0.10985,0.0037153,0.021979,-0.0058602,-0.024902,-0.0024512,0.016244,0.49931,-0.0029865,-0.49677,-0.0077613
0.97404,1,1,1,1,1,1,1,1,1,51.867,142.86,279.73,461.71,501.18,613.99,688.48,922.01,960.38,-0.54812,0.14033,0.43377,0.13489,-0.5479,0.43375,-0.45754,0.00010802,0.45505,-0.43368,-0.32323,0.37102,-0.50732,0.3787,-0.32345,-0.21453,-0.0042603,0.00084557,-0.012879,0.21532,8.143e-06,1.859e-05,-7.7338e-06,-3.9208e-05,-1.1107e-05,0.00050864,0.00068517,7.1176e-05,-0.0027357,-0.00080292,0.10949,0.38829,-0.50439,0.37106,0.11035,0.0038426,0.021185,-0.005951,-0.02401,-0.00245,0.0049983,0.49504,0.0077779,-0.49637,-0.0093735
0.95182,1,1,1,1,1,1,1,1,1,51.866,142.85,279.69,461.54,501.17,613.81,688.06,921.47,959.48,-0.54814,0.14033,0.43376,0.13489,-0.54789,-0.43377,0.45753,-0.00016055,-0.45501,0.43366,-0.32314,0.37075,-0.50723,0.37871,-0.32342,0.21406,0.0051668,-0.0014986,0.01321,-0.21534,6.4994e-06,1.8981e-05,-7.9655e-06,-4.0671e-05,-1.0743e-05,0.00053103,0.00065721,0.000102,-0.0027738,-0.0008199,0.10827,0.38932,-0.50414,0.37034,0.11046,-0.0038777,-0.020997,0.0059795,0.023797,0.0024486,0.0026751,0.49411,0.009973,-0.49628,-0.0097024
0.76281,1,1,1,1,1,1,1,1,1,51.861,142.76,279.18,459.76,501.06,611.88,683.64,915.44,950.02,0.54825,-0.14041,-0.43372,-0.13484,0.54784,-0.43397,0.45749,-0.00071013,-0.45461,0.43346,-0.32222,0.36797,-0.50623,0.37885,-0.32313,0.20888,0.014772,-0.0084195,0.016704,-0.21553,1.5486e-05,-2.1638e-05,1.0279e-05,5.3901e-05,5.5526e-06,0.000813,0.00027144,0.00050879,-0.0032413,-0.0010331,-0.094851,-0.39987,0.50129,-0.36262,-0.11154,0.0044902,0.018411,-0.0065377,-0.020827,-0.0023978,0.022193,-0.4832,-0.032969,0.49534,0.013157
1.3004,1,1,1,1,1,1,1,1,1,51.872,142.95,280.27,463.56,501.31,615.85,693.06,927.56,970.38,0.54799,-0.14025,-0.43382,-0.13494,0.54795,-0.43349,0.45757,0.00048438,-0.45547,0.43389,-0.32405,0.37393,-0.50835,0.37854,-0.32373,0.21949,-0.0058051,0.0064035,0.0091896,-0.21512,-1.949e-05,-1.3665e-05,6.2049e-06,1.8799e-05,1.1126e-05,0.00030283,0.00091408,-0.00019517,-0.0023804,-0.00064774,-0.12252,-0.37653,0.50686,-0.37892,-0.10919,0.0036403,0.022727,-0.0058437,-0.025745,-0.0024456,0.030225,0.50407,-0.016747,-0.49724,-0.0057002
1.1148,1,1,1,1,1,1,1,1,1,51.869,142.9,280,462.62,501.24,614.93,690.76,924.85,965.33,-0.54806,0.14029,0.43379,0.13492,-0.54792,-0.43363,0.45756,0.0001831,-0.45526,0.43378,0.32365,-0.37246,0.50783,-0.37862,0.32359,0.21705,-0.00072341,0.0027439,0.011056,-0.21522,-1.5518e-05,-1.618e-05,6.6232e-06,3.0205e-05,1.2271e-05,0.00039727,0.00081592,-7.7153e-05,-0.0025444,-0.00071864,0.11608,0.38255,-0.50567,0.37499,0.10978,-0.003704,-0.022064,0.0058541,0.024998,0.0024509,0.01764,0.49981,-0.0043398,-0.49682,-0.0075587
0.98825,1,1,1,1,1,1,1,1,1,51.867,142.86,279.76,461.81,501.18,614.09,688.74,922.33,960.94,-0.54812,0.14032,0.43377,0.1349,-0.5479,-0.43373,0.45754,-7.546e-05,-0.45507,0.43369,-0.32328,0.37118,-0.50738,0.37869,-0.32346,0.21482,0.0036994,-0.00044161,0.012674,-0.21531,-9.1167e-06,-1.8339e-05,7.5929e-06,3.8279e-05,1.1313e-05,-0.00049512,-0.00070179,-5.272e-05,0.0027127,0.00079267,-0.11025,-0.38765,0.50454,-0.37151,-0.11029,-0.0038226,-0.021297,0.0059351,0.024136,0.0024506,-0.0064325,-0.4956,-0.0064183,0.49642,0.0091697
1.0428,1,1,1,1,1,1,1,1,1,51.868,142.88,279.87,462.18,501.21,614.48,689.66,923.5,962.95,-0.54809,0.14031,0.43378,0.13491,-0.54791,-0.43369,0.45755,4.2504e-05,-0.45515,0.43373,-0.32345,0.37177,-0.50759,0.37866,-0.32352,0.21585,0.0016748,0.0010167,0.011934,-0.21527,-1.2341e-05,-1.7383e-05,7.1097e-06,3.4759e-05,1.1916e-05,-0.00044843,-0.00075768,1.0112e-05,0.0026327,0.00075731,0.11294,0.38533,-0.50507,0.37311,0.11006,-0.00376,-0.021673,0.0058887,0.024558,0.0024517,0.011587,0.49758,0.0015005,-0.49661,-0.0084332
1.3183,1,1,1,1,1,1,1,1,1,51.872,142.95,280.29,463.63,501.31,615.92,693.25,927.78,970.8,0.54799,-0.14024,-0.43382,-0.13494,0.54796,-0.43348,0.45758,0.00050969,-0.45549,0.4339,-0.32408,0.37406,-0.50839,0.37854,-0.32374,-0.21969,0.0062284,-0.0067084,-0.0090338,0.21511,-1.9622e-05,-1.3477e-05,6.2275e-06,1.7718e-05,1.0875e-05,-0.00029578,-0.0009209,0.00020367,0.0023681,0.00064249,-0.12304,-0.37602,0.50695,-0.37925,-0.10914,-0.0036379,-0.022773,0.0058462,0.025797,0.002445,-0.031256,-0.5044,0.017781,0.49727,0.0055451
0.94561,1,1,1,1,1,1,1,1,1,51.866,142.85,279.67,461.49,501.16,613.76,687.94,921.32,959.22,-0.54814,0.14033,0.43376,0.13489,-0.54789,-0.43377,0.45753,-0.00017562,-0.455,0.43365,-0.32312,0.37068,-0.5072,0.37872,-0.32341,0.21392,0.0054271,-0.001686,0.013305,-0.21534,-6.012e-06,-1.9089e-05,8.0327e-06,4.1082e-05,1.0632e-05,-0.00053759,-0.00064893,-0.00011107,0.002785,0.00082487,-0.10792,-0.38962,0.50407,-0.37014,-0.11049,0.0038884,0.020941,-0.0059884,-0.023734,-0.0024482,-0.0020069,-0.49384,-0.010603,0.49625,0.0097968
