t,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi15,Phi21,Phi22,Phi23,Phi24,Phi25,Phi31,Phi32,Phi33,Phi34,Phi35,Phi41,Phi42,Phi43,Phi44,Phi45,Phi51,Phi52,Phi53,Phi54,Phi55,Phi61,Phi62,Phi63,Phi64,Phi65,Phi71,Phi72,Phi73,Phi74,Phi75,Phi81,Phi82,Phi83,Phi84,Phi85,Phi91,Phi92,Phi93,Phi94,Phi95
1935,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1937,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1939,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1941,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1943,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1945,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1947,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1949,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1951,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1953,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1955,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1957,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1959,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1961,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1963,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1965,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1967,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1969,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1971,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1973,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1975,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1977,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1979,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1981,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1983,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1985,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1987,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1989,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1991,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1993,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1995,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1997,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
1999,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
2001,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
2003,1,1,1,1,1,0.9996,1,1,1,1,51.865,142.86,279.78,461.88,501.17,614.18,688.93,922.57,961.36,-0.5481,0.14031,0.43378,0.1349,-0.5479,-0.43373,0.45755,-5.0785e-05,-0.45508,0.43368,-0.32331,0.3713,-0.50744,0.3787,-0.32349,-0.21506,-0.0032294,0.00010209,-0.01252,0.21529,-1.0055e-05,-1.6793e-05,6.9784e-06,3.6211e-05,1.1266e-05,-0.00048471,-0.0007147,-3.8177e-05,0.0026944,0.00078488,-0.11085,-0.3871,0.50466,-0.37187,-0.11025,-0.0038071,-0.021382,0.0059234,0.024231,0.0024514,-0.007595,-0.49607,-0.0052845,0.49644,0.0090116
2005,1,1,1,1,1,0.9992,1,1,1,1,51.862,142.86,279.77,461.88,501.14,614.17,688.92,922.54,961.34,-0.54809,0.1403,0.43379,0.1349,-0.5479,0.43374,-0.45755,5.2425e-05,0.45507,-0.43367,-0.3233,0.3713,-0.50744,0.37872,-0.32351,-0.21507,-0.0032119,8.8553e-05,-0.012531,0.21529,1.0232e-05,1.5453e-05,-6.4749e-06,-3.4906e-05,-1.1061e-05,-0.00048503,-0.00071455,-3.819e-05,0.0026943,0.00078521,0.11085,0.38707,-0.50467,0.37187,0.11026,0.0038069,0.02138,-0.0059235,-0.024227,-0.0024518,-0.0076021,-0.49609,-0.0052489,0.49641,0.009018
2007,1,1,1,1,1,0.9988,1,1,1,1,51.86,142.86,279.76,461.87,501.12,614.17,688.91,922.51,961.32,-0.54808,0.14028,0.4338,0.13489,-0.5479,-0.43376,0.45756,-5.4064e-05,-0.45506,0.43366,-0.32329,0.37129,-0.50745,0.37874,-0.32353,-0.21509,-0.0031944,7.5007e-05,-0.012542,0.21528,1.0407e-05,1.4112e-05,-5.9706e-06,-3.3599e-05,-1.0856e-05,-0.00048534,-0.00071441,-3.8204e-05,0.0026943,0.00078554,0.11085,0.38704,-0.50468,0.37187,0.11027,0.0038067,0.021377,-0.0059236,-0.024223,-0.0024522,0.0076091,0.49612,0.0052132,-0.49639,-0.0090245
2009,1,1,1,1,1,0.9984,1,1,1,1,51.857,142.86,279.76,461.86,501.1,614.17,688.89,922.48,961.3,-0.54808,0.14027,0.43381,0.13489,-0.54791,-0.43377,0.45757,-5.5704e-05,-0.45505,0.43364,-0.32328,0.37129,-0.50746,0.37876,-0.32355,-0.2151,-0.003177,6.145e-05,-0.012553,0.21527,-1.0582e-05,-1.277e-05,5.4654e-06,3.2292e-05,1.0648e-05,-0.00048565,-0.00071427,-3.8217e-05,0.0026943,0.00078587,0.11085,0.387,-0.50468,0.37187,0.11028,-0.0038065,-0.021375,0.0059237,0.024219,0.0024526,-0.0076162,-0.49614,-0.0051775,0.49637,0.0090309
2011,1,1,1,1,1,0.998,1,1,1,1,51.855,142.86,279.75,461.85,501.07,614.17,688.88,922.45,961.27,-0.54807,0.14026,0.43382,0.13489,-0.54791,-0.43378,0.45758,-5.7345e-05,-0.45504,0.43363,-0.32328,0.37128,-0.50747,0.37878,-0.32357,0.21511,0.0031595,-4.7884e-05,0.012565,-0.21526,-1.0755e-05,-1.1427e-05,4.9593e-06,3.0985e-05,1.044e-05,0.00048596,0.00071412,3.823e-05,-0.0026943,-0.0007862,-0.11085,-0.38697,0.50469,-0.37187,-0.11029,0.0038063,0.021372,-0.0059238,-0.024215,-0.002453,0.0076233,0.49616,0.0051417,-0.49634,-0.0090373
