t,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi15,Phi21,Phi22,Phi23,Phi24,Phi25,Phi31,Phi32,Phi33,Phi34,Phi35,Phi41,Phi42,Phi43,Phi44,Phi45,Phi51,Phi52,Phi53,Phi54,Phi55,Phi61,Phi62,Phi63,Phi64,Phi65,Phi71,Phi72,Phi73,Phi74,Phi75,Phi81,Phi82,Phi83,Phi84,Phi85,Phi91,Phi92,Phi93,Phi94,Phi95
715,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
717,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
719,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
721,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
723,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
725,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
727,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
729,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
731,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
733,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
735,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
737,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
739,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
741,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
743,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
745,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
747,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
749,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
751,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
753,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
755,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
757,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
759,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
761,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
763,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
765,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
767,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
769,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
771,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
773,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
775,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
777,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
779,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
781,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
783,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
785,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
787,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
789,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
791,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
793,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
